strap,landUnitValue,landUnitType,landClass,landClassDscr,GIS_sqft,GIS_acreage,status_cd
R0119603,10644.0,SF,1112.0,SINGLE FAM.RES.-LAND,10644,0.244,A 
R0119604,10199.0,SF,1112.0,SINGLE FAM.RES.-LAND,10199,0.234,A 
R0119605,10289.0,SF,1112.0,SINGLE FAM.RES.-LAND,10289,0.236,A 
R0119606,11275.0,SF,1112.0,SINGLE FAM.RES.-LAND,11275,0.259,A 
R0119607,8910.0,SF,1112.0,SINGLE FAM.RES.-LAND,8910,0.205,A 
R0119608,8277.0,SF,1112.0,SINGLE FAM.RES.-LAND,8277,0.19,A 
R0119609,8030.0,SF,1112.0,SINGLE FAM.RES.-LAND,8030,0.184,A 
R0119610,8345.0,SF,1112.0,SINGLE FAM.RES.-LAND,8345,0.192,A 
R0119611,8839.0,SF,1112.0,SINGLE FAM.RES.-LAND,8839,0.203,A 
R0119612,10907.0,SF,1112.0,SINGLE FAM.RES.-LAND,10907,0.25,A 
R0119615,9347.0,SF,1112.0,SINGLE FAM.RES.-LAND,9347,0.215,A 
R0119617,10451.0,SF,1112.0,SINGLE FAM.RES.-LAND,10451,0.24,A 
R0119620,8663.0,SF,1112.0,SINGLE FAM.RES.-LAND,8663,0.199,A 
R0119622,9401.0,SF,1112.0,SINGLE FAM.RES.-LAND,9401,0.216,A 
R0119623,9864.0,SF,1112.0,SINGLE FAM.RES.-LAND,9864,0.226,A 
R0119624,10128.0,SF,1112.0,SINGLE FAM.RES.-LAND,10128,0.233,A 
R0119626,8351.0,SF,1112.0,SINGLE FAM.RES.-LAND,8351,0.192,A 
R0119628,9269.0,SF,1112.0,SINGLE FAM.RES.-LAND,9269,0.213,A 
R0119629,9394.0,SF,1112.0,SINGLE FAM.RES.-LAND,9394,0.216,A 
R0119632,10094.0,SF,1112.0,SINGLE FAM.RES.-LAND,10094,0.232,A 
R0119635,11470.0,SF,1112.0,SINGLE FAM.RES.-LAND,11470,0.263,A 
R0119636,11126.0,SF,1112.0,SINGLE FAM.RES.-LAND,11126,0.255,A 
R0119637,12105.0,SF,1112.0,SINGLE FAM.RES.-LAND,12105,0.278,A 
R0119638,12926.0,SF,1112.0,SINGLE FAM.RES.-LAND,12926,0.297,A 
R0119639,10393.0,SF,1112.0,SINGLE FAM.RES.-LAND,10393,0.239,A 
R0119640,9842.0,SF,1112.0,SINGLE FAM.RES.-LAND,9842,0.226,A 
R0119641,11331.0,SF,1112.0,SINGLE FAM.RES.-LAND,11331,0.26,A 
R0119643,8008.0,SF,1112.0,SINGLE FAM.RES.-LAND,8008,0.184,A 
R0119644,8512.0,SF,1112.0,SINGLE FAM.RES.-LAND,8512,0.195,A 
R0119645,7870.0,SF,1112.0,SINGLE FAM.RES.-LAND,7870,0.181,A 
R0119646,7440.0,SF,1112.0,SINGLE FAM.RES.-LAND,7440,0.171,A 
R0119648,8332.0,SF,1112.0,SINGLE FAM.RES.-LAND,8332,0.191,A 
R0119652,12194.0,SF,1112.0,SINGLE FAM.RES.-LAND,12194,0.28,A 
R0119656,10897.0,SF,1112.0,SINGLE FAM.RES.-LAND,10897,0.25,A 
R0119658,11988.0,SF,1112.0,SINGLE FAM.RES.-LAND,11988,0.275,A 
R0119659,12065.0,SF,1112.0,SINGLE FAM.RES.-LAND,12065,0.277,A 
R0119660,12155.0,SF,1112.0,SINGLE FAM.RES.-LAND,12155,0.279,A 
R0119661,9472.0,SF,1112.0,SINGLE FAM.RES.-LAND,9472,0.217,A 
R0119662,9594.0,SF,1112.0,SINGLE FAM.RES.-LAND,9594,0.22,A 
R0119665,11801.0,SF,1112.0,SINGLE FAM.RES.-LAND,11801,0.271,A 
R0119667,9342.0,SF,1112.0,SINGLE FAM.RES.-LAND,9342,0.214,A 
R0119668,11049.0,SF,1112.0,SINGLE FAM.RES.-LAND,11049,0.254,A 
R0119669,11495.0,SF,1112.0,SINGLE FAM.RES.-LAND,11495,0.264,A 
R0119670,10423.0,SF,1112.0,SINGLE FAM.RES.-LAND,10423,0.239,A 
R0119672,7559.0,SF,1112.0,SINGLE FAM.RES.-LAND,7559,0.174,A 
R0119673,7888.0,SF,1112.0,SINGLE FAM.RES.-LAND,7888,0.181,A 
R0119676,8766.0,SF,1112.0,SINGLE FAM.RES.-LAND,8766,0.201,A 
R0119677,9454.0,SF,1112.0,SINGLE FAM.RES.-LAND,9454,0.217,A 
R0119679,8546.0,SF,1112.0,SINGLE FAM.RES.-LAND,8546,0.196,A 
R0119680,11342.0,SF,1112.0,SINGLE FAM.RES.-LAND,11342,0.26,A 
R0119681,10917.0,SF,1112.0,SINGLE FAM.RES.-LAND,10917,0.251,A 
R0119683,8375.0,SF,1112.0,SINGLE FAM.RES.-LAND,8375,0.192,A 
R0119684,8099.0,SF,1112.0,SINGLE FAM.RES.-LAND,8099,0.186,A 
R0119685,7982.0,SF,1112.0,SINGLE FAM.RES.-LAND,7982,0.183,A 
R0119686,10431.0,SF,1112.0,SINGLE FAM.RES.-LAND,10431,0.239,A 
R0119687,10071.0,SF,1112.0,SINGLE FAM.RES.-LAND,10071,0.231,A 
R0119688,10390.0,SF,1112.0,SINGLE FAM.RES.-LAND,10390,0.239,A 
R0119689,11981.0,SF,1112.0,SINGLE FAM.RES.-LAND,11981,0.275,A 
R0119690,14445.0,SF,1112.0,SINGLE FAM.RES.-LAND,14445,0.332,A 
R0119692,10983.0,SF,1112.0,SINGLE FAM.RES.-LAND,10983,0.252,A 
R0119694,11616.0,SF,1112.0,SINGLE FAM.RES.-LAND,11616,0.267,A 
R0119696,11756.0,SF,1112.0,SINGLE FAM.RES.-LAND,11756,0.27,A 
R0119697,11115.0,SF,1112.0,SINGLE FAM.RES.-LAND,11115,0.255,A 
R0119698,10051.0,SF,1112.0,SINGLE FAM.RES.-LAND,10051,0.231,A 
R0119699,10614.0,SF,1112.0,SINGLE FAM.RES.-LAND,10614,0.244,A 
R0119701,13170.0,SF,1112.0,SINGLE FAM.RES.-LAND,13170,0.302,A 
R0119702,12778.0,SF,1112.0,SINGLE FAM.RES.-LAND,12778,0.293,A 
R0119704,10969.0,SF,1112.0,SINGLE FAM.RES.-LAND,10969,0.252,A 
R0119707,2.2,AC,1112.0,SINGLE FAM.RES.-LAND,92637,2.127,A 
R0119708,3932.0,SF,1112.0,SINGLE FAM.RES.-LAND,3932,0.09,A 
R0119721,9193.0,SF,1112.0,SINGLE FAM.RES.-LAND,9193,0.211,A 
R0119725,7955.0,SF,1112.0,SINGLE FAM.RES.-LAND,7955,0.183,A 
R0119748,9864.0,SF,1112.0,SINGLE FAM.RES.-LAND,9864,0.226,A 
R0119749,9728.0,SF,1112.0,SINGLE FAM.RES.-LAND,9728,0.223,A 
R0119750,9677.0,SF,1112.0,SINGLE FAM.RES.-LAND,9677,0.222,A 
R0119751,9697.0,SF,1112.0,SINGLE FAM.RES.-LAND,9697,0.223,A 
R0119753,9745.0,SF,1112.0,SINGLE FAM.RES.-LAND,9745,0.224,A 
R0119756,9188.0,SF,1112.0,SINGLE FAM.RES.-LAND,9188,0.211,A 
R0119760,9808.0,SF,1112.0,SINGLE FAM.RES.-LAND,9808,0.225,A 
R0119761,10891.0,SF,1112.0,SINGLE FAM.RES.-LAND,10891,0.25,A 
R0119764,14186.0,SF,1112.0,SINGLE FAM.RES.-LAND,14186,0.326,A 
R0119766,10177.0,SF,1112.0,SINGLE FAM.RES.-LAND,10177,0.234,A 
R0119785,0.5319,AC,1112.0,SINGLE FAM.RES.-LAND,23170,0.532,A 
R0119807,1.53,AC,1112.0,SINGLE FAM.RES.-LAND,64804,1.488,A 
R0119820,7401.0,SF,1112.0,SINGLE FAM.RES.-LAND,7401,0.17,A 
R0119821,7371.0,SF,1112.0,SINGLE FAM.RES.-LAND,7371,0.169,A 
R0119822,7372.0,SF,1112.0,SINGLE FAM.RES.-LAND,7372,0.169,A 
R0119823,8061.0,SF,1112.0,SINGLE FAM.RES.-LAND,8061,0.185,A 
R0119824,7419.0,SF,1112.0,SINGLE FAM.RES.-LAND,7419,0.17,A 
R0119825,7204.0,SF,1112.0,SINGLE FAM.RES.-LAND,7204,0.165,A 
R0119826,8174.0,SF,1112.0,SINGLE FAM.RES.-LAND,8174,0.188,A 
R0119827,8182.0,SF,1112.0,SINGLE FAM.RES.-LAND,8182,0.188,A 
R0119830,7888.0,SF,1112.0,SINGLE FAM.RES.-LAND,7888,0.181,A 
R0119831,7563.0,SF,1112.0,SINGLE FAM.RES.-LAND,7563,0.174,A 
R0119832,7997.0,SF,1112.0,SINGLE FAM.RES.-LAND,7997,0.184,A 
R0119834,7891.0,SF,1112.0,SINGLE FAM.RES.-LAND,7891,0.181,A 
R0119835,6983.0,SF,1112.0,SINGLE FAM.RES.-LAND,6983,0.16,A 
R0119836,7025.0,SF,1112.0,SINGLE FAM.RES.-LAND,7025,0.161,A 
R0119837,7675.0,SF,1112.0,SINGLE FAM.RES.-LAND,7675,0.176,A 
R0119842,6605.0,SF,1112.0,SINGLE FAM.RES.-LAND,6605,0.152,A 
R0119844,6618.0,SF,1112.0,SINGLE FAM.RES.-LAND,6618,0.152,A 
R0119846,7097.0,SF,1112.0,SINGLE FAM.RES.-LAND,7097,0.163,A 
R0119847,7140.0,SF,1112.0,SINGLE FAM.RES.-LAND,7140,0.164,A 
R0119853,10138.0,SF,1112.0,SINGLE FAM.RES.-LAND,10138,0.233,A 
R0119855,6877.0,SF,1112.0,SINGLE FAM.RES.-LAND,6877,0.158,A 
R0119856,10346.0,SF,1112.0,SINGLE FAM.RES.-LAND,10346,0.238,A 
R0119857,7583.0,SF,1112.0,SINGLE FAM.RES.-LAND,7583,0.174,A 
R0119858,8959.0,SF,1112.0,SINGLE FAM.RES.-LAND,8959,0.206,A 
R0119859,8586.0,SF,1112.0,SINGLE FAM.RES.-LAND,8586,0.197,A 
R0119860,11292.0,SF,1112.0,SINGLE FAM.RES.-LAND,11292,0.259,A 
R0119861,10916.0,SF,1112.0,SINGLE FAM.RES.-LAND,10916,0.251,A 
R0119862,10055.0,SF,1112.0,SINGLE FAM.RES.-LAND,10055,0.231,A 
R0119865,9697.0,SF,1112.0,SINGLE FAM.RES.-LAND,9697,0.223,A 
R0119868,8071.0,SF,1112.0,SINGLE FAM.RES.-LAND,8071,0.185,A 
R0119870,8109.0,SF,1112.0,SINGLE FAM.RES.-LAND,8109,0.186,A 
R0119871,7366.0,SF,1112.0,SINGLE FAM.RES.-LAND,7366,0.169,A 
R0119874,7891.0,SF,1112.0,SINGLE FAM.RES.-LAND,7891,0.181,A 
R0119882,6349.0,SF,1112.0,SINGLE FAM.RES.-LAND,6349,0.146,A 
R0119884,6505.0,SF,1112.0,SINGLE FAM.RES.-LAND,6505,0.149,A 
R0119886,6603.0,SF,1112.0,SINGLE FAM.RES.-LAND,6603,0.152,A 
R0119891,6847.0,SF,1112.0,SINGLE FAM.RES.-LAND,6847,0.157,A 
R0119892,6923.0,SF,1112.0,SINGLE FAM.RES.-LAND,6923,0.159,A 
R0119893,6763.0,SF,1112.0,SINGLE FAM.RES.-LAND,6763,0.155,A 
R0119896,9712.0,SF,1112.0,SINGLE FAM.RES.-LAND,9712,0.223,A 
R0119897,11516.0,SF,1112.0,SINGLE FAM.RES.-LAND,11516,0.264,A 
R0119898,8885.0,SF,1112.0,SINGLE FAM.RES.-LAND,8885,0.204,A 
R0119900,9565.0,SF,1112.0,SINGLE FAM.RES.-LAND,9565,0.22,A 
R0119902,7315.0,SF,1112.0,SINGLE FAM.RES.-LAND,7315,0.168,A 
R0119903,6657.0,SF,1112.0,SINGLE FAM.RES.-LAND,6657,0.153,A 
R0119904,6665.0,SF,1112.0,SINGLE FAM.RES.-LAND,6665,0.153,A 
R0119905,7933.0,SF,1112.0,SINGLE FAM.RES.-LAND,7933,0.182,A 
R0119906,7548.0,SF,1112.0,SINGLE FAM.RES.-LAND,7548,0.173,A 
R0119907,6784.0,SF,1112.0,SINGLE FAM.RES.-LAND,6784,0.156,A 
R0119908,6773.0,SF,1112.0,SINGLE FAM.RES.-LAND,6773,0.155,A 
R0119911,6562.0,SF,1112.0,SINGLE FAM.RES.-LAND,6562,0.151,A 
R0119912,7469.0,SF,1112.0,SINGLE FAM.RES.-LAND,7469,0.171,A 
R0119913,9924.0,SF,1112.0,SINGLE FAM.RES.-LAND,9924,0.228,A 
R0119915,7857.0,SF,1112.0,SINGLE FAM.RES.-LAND,7857,0.18,A 
R0119918,6817.0,SF,1112.0,SINGLE FAM.RES.-LAND,6817,0.156,A 
R0119919,6709.0,SF,1112.0,SINGLE FAM.RES.-LAND,6709,0.154,A 
R0119922,6944.0,SF,1112.0,SINGLE FAM.RES.-LAND,6944,0.159,A 
R0119923,7094.0,SF,1112.0,SINGLE FAM.RES.-LAND,7094,0.163,A 
R0119924,6298.0,SF,1112.0,SINGLE FAM.RES.-LAND,6298,0.145,A 
R0119927,7562.0,SF,1112.0,SINGLE FAM.RES.-LAND,7562,0.174,A 
R0119928,9591.0,SF,1112.0,SINGLE FAM.RES.-LAND,9591,0.22,A 
R0119929,14421.0,SF,1112.0,SINGLE FAM.RES.-LAND,14421,0.331,A 
R0119930,8300.0,SF,1112.0,SINGLE FAM.RES.-LAND,8300,0.191,A 
R0119934,6677.0,SF,1112.0,SINGLE FAM.RES.-LAND,6677,0.153,A 
R0119935,6653.0,SF,1112.0,SINGLE FAM.RES.-LAND,6653,0.153,A 
R0119936,6763.0,SF,1112.0,SINGLE FAM.RES.-LAND,6763,0.155,A 
R0119937,7264.0,SF,1112.0,SINGLE FAM.RES.-LAND,7264,0.167,A 
R0119938,6798.0,SF,1112.0,SINGLE FAM.RES.-LAND,6798,0.156,A 
R0119941,6699.0,SF,1112.0,SINGLE FAM.RES.-LAND,6699,0.154,A 
R0119942,6408.0,SF,1112.0,SINGLE FAM.RES.-LAND,6408,0.147,A 
R0119943,7259.0,SF,1112.0,SINGLE FAM.RES.-LAND,7259,0.167,A 
R0119945,7196.0,SF,1112.0,SINGLE FAM.RES.-LAND,7196,0.165,A 
R0119946,7432.0,SF,1112.0,SINGLE FAM.RES.-LAND,7432,0.171,A 
R0119947,6980.0,SF,1112.0,SINGLE FAM.RES.-LAND,6980,0.16,A 
R0119949,7465.0,SF,1112.0,SINGLE FAM.RES.-LAND,7465,0.171,A 
R0119952,8220.0,SF,1112.0,SINGLE FAM.RES.-LAND,8220,0.189,A 
R0119954,8193.0,SF,1112.0,SINGLE FAM.RES.-LAND,8193,0.188,A 
R0119955,6937.0,SF,1112.0,SINGLE FAM.RES.-LAND,6937,0.159,A 
R0119956,11961.0,SF,1112.0,SINGLE FAM.RES.-LAND,11961,0.275,A 
R0119960,7195.0,SF,1112.0,SINGLE FAM.RES.-LAND,7195,0.165,A 
R0119961,7019.0,SF,1112.0,SINGLE FAM.RES.-LAND,7019,0.161,A 
R0119963,6837.0,SF,1112.0,SINGLE FAM.RES.-LAND,6837,0.157,A 
R0119971,6590.0,SF,1112.0,SINGLE FAM.RES.-LAND,6590,0.151,A 
R0119973,7383.0,SF,1112.0,SINGLE FAM.RES.-LAND,7383,0.169,A 
R0119976,6992.0,SF,1112.0,SINGLE FAM.RES.-LAND,6992,0.161,A 
R0119977,7133.0,SF,1112.0,SINGLE FAM.RES.-LAND,7133,0.164,A 
R0119978,7122.0,SF,1112.0,SINGLE FAM.RES.-LAND,7122,0.163,A 
R0119981,7175.0,SF,1112.0,SINGLE FAM.RES.-LAND,7175,0.165,A 
R0119983,7076.0,SF,1112.0,SINGLE FAM.RES.-LAND,7076,0.162,A 
R0119986,7310.0,SF,1112.0,SINGLE FAM.RES.-LAND,7310,0.168,A 
R0119987,6647.0,SF,1112.0,SINGLE FAM.RES.-LAND,6647,0.153,A 
R0119989,7029.0,SF,1112.0,SINGLE FAM.RES.-LAND,7029,0.161,A 
R0119995,6850.0,SF,1112.0,SINGLE FAM.RES.-LAND,6850,0.157,A 
R0119996,6909.0,SF,1112.0,SINGLE FAM.RES.-LAND,6909,0.159,A 
R0119999,6829.0,SF,1112.0,SINGLE FAM.RES.-LAND,6829,0.157,A 
R0120001,6836.0,SF,1112.0,SINGLE FAM.RES.-LAND,6836,0.157,A 
R0120002,6853.0,SF,1112.0,SINGLE FAM.RES.-LAND,6853,0.157,A 
R0120004,6855.0,SF,1112.0,SINGLE FAM.RES.-LAND,6855,0.157,A 
R0120009,6466.0,SF,1112.0,SINGLE FAM.RES.-LAND,6466,0.148,A 
R0120015,7117.0,SF,1112.0,SINGLE FAM.RES.-LAND,7117,0.163,A 
R0120021,6948.0,SF,1112.0,SINGLE FAM.RES.-LAND,6948,0.16,A 
R0120023,7070.0,SF,1112.0,SINGLE FAM.RES.-LAND,7070,0.162,A 
R0120024,7185.0,SF,1112.0,SINGLE FAM.RES.-LAND,7185,0.165,A 
R0120027,10514.0,SF,1112.0,SINGLE FAM.RES.-LAND,10514,0.241,A 
R0120028,6384.0,SF,1112.0,SINGLE FAM.RES.-LAND,6384,0.147,A 
R0120029,6539.0,SF,1112.0,SINGLE FAM.RES.-LAND,6539,0.15,A 
R0120031,11244.0,SF,1112.0,SINGLE FAM.RES.-LAND,11244,0.258,A 
R0120034,6897.0,SF,1112.0,SINGLE FAM.RES.-LAND,6897,0.158,A 
R0120035,7401.0,SF,1112.0,SINGLE FAM.RES.-LAND,7401,0.17,A 
R0120046,2.49,AC,1112.0,SINGLE FAM.RES.-LAND,115348,2.648,A 
R0120070,35.0,AC,1112.0,SINGLE FAM.RES.-LAND,1474783,33.856,A 
R0120072,7811.0,SF,1112.0,SINGLE FAM.RES.-LAND,7811,0.179,A 
R0120075,6797.0,SF,1112.0,SINGLE FAM.RES.-LAND,6797,0.156,A 
R0120077,7260.0,SF,1112.0,SINGLE FAM.RES.-LAND,7260,0.167,A 
R0120080,3.82,AC,1112.0,SINGLE FAM.RES.-LAND,181626,4.17,A 
R0120087,6451.0,SF,1112.0,SINGLE FAM.RES.-LAND,6451,0.148,A 
R0120148,21782.77,SF,1112.0,SINGLE FAM.RES.-LAND,24645,0.566,A 
R0120149,21780.0,SF,1112.0,SINGLE FAM.RES.-LAND,22205,0.51,A 
R0120152,21780.66,SF,1112.0,SINGLE FAM.RES.-LAND,20251,0.465,A 
R0120154,61718.96,SF,1112.0,SINGLE FAM.RES.-LAND,57058,1.31,A 
R0120155,34039.69,SF,1112.0,SINGLE FAM.RES.-LAND,33403,0.767,A 
R0120183,3179.0,SF,1112.0,SINGLE FAM.RES.-LAND,3179,0.073,A 
R0120185,1.16,AC,1112.0,SINGLE FAM.RES.-LAND,49266,1.131,A 
R0120187,9409.0,SF,1112.0,SINGLE FAM.RES.-LAND,9409,0.216,A 
R0120188,9279.0,SF,1112.0,SINGLE FAM.RES.-LAND,9279,0.213,A 
R0120189,9293.0,SF,1112.0,SINGLE FAM.RES.-LAND,9293,0.213,A 
R0120192,9531.0,SF,1112.0,SINGLE FAM.RES.-LAND,9531,0.219,A 
R0120197,6510.0,SF,1112.0,SINGLE FAM.RES.-LAND,6510,0.149,A 
R0120199,6902.0,SF,1112.0,SINGLE FAM.RES.-LAND,6902,0.158,A 
R0120223,6967.0,SF,1112.0,SINGLE FAM.RES.-LAND,6967,0.16,A 
R0120225,5861.0,SF,1112.0,SINGLE FAM.RES.-LAND,5861,0.135,A 
R0120235,8193.0,SF,1112.0,SINGLE FAM.RES.-LAND,8193,0.188,A 
R0120250,7742.0,SF,1112.0,SINGLE FAM.RES.-LAND,7742,0.178,A 
R0120254,6520.0,SF,1112.0,SINGLE FAM.RES.-LAND,6520,0.15,A 
R0120259,7824.0,SF,1112.0,SINGLE FAM.RES.-LAND,7824,0.18,A 
R0120260,5874.0,SF,1112.0,SINGLE FAM.RES.-LAND,5874,0.135,A 
R0120262,6794.0,SF,1112.0,SINGLE FAM.RES.-LAND,6794,0.156,A 
R0120265,6157.0,SF,1112.0,SINGLE FAM.RES.-LAND,6157,0.141,A 
R0120314,20026.0,SF,1112.0,SINGLE FAM.RES.-LAND,20026,0.46,A 
R0120317,19605.0,SF,1112.0,SINGLE FAM.RES.-LAND,19605,0.45,A 
R0120341,71185.0,SF,1112.0,SINGLE FAM.RES.-LAND,71185,1.634,A 
R0120350,3970.0,SF,1112.0,SINGLE FAM.RES.-LAND,3970,0.091,A 
R0120351,6931.0,SF,1112.0,SINGLE FAM.RES.-LAND,6931,0.159,A 
R0120354,3707.0,SF,1112.0,SINGLE FAM.RES.-LAND,3707,0.085,A 
R0120355,3874.0,SF,1112.0,SINGLE FAM.RES.-LAND,3874,0.089,A 
R0120356,6062.0,SF,1112.0,SINGLE FAM.RES.-LAND,6062,0.139,A 
R0120357,3779.0,SF,1112.0,SINGLE FAM.RES.-LAND,3779,0.087,A 
R0120358,3488.0,SF,1112.0,SINGLE FAM.RES.-LAND,3488,0.08,A 
R0120363,3734.0,SF,1112.0,SINGLE FAM.RES.-LAND,3734,0.086,A 
R0120364,3683.0,SF,1112.0,SINGLE FAM.RES.-LAND,3683,0.085,A 
R0120365,3688.0,SF,1112.0,SINGLE FAM.RES.-LAND,3688,0.085,A 
R0120366,3710.0,SF,1112.0,SINGLE FAM.RES.-LAND,3710,0.085,A 
R0120367,7587.0,SF,1112.0,SINGLE FAM.RES.-LAND,7587,0.174,A 
R0120370,4193.0,SF,1112.0,SINGLE FAM.RES.-LAND,4193,0.096,A 
R0120371,4039.0,SF,1112.0,SINGLE FAM.RES.-LAND,4039,0.093,A 
R0120374,6293.0,SF,1112.0,SINGLE FAM.RES.-LAND,6293,0.144,A 
R0120375,4939.0,SF,1112.0,SINGLE FAM.RES.-LAND,4939,0.113,A 
R0120376,3379.0,SF,1112.0,SINGLE FAM.RES.-LAND,3379,0.078,A 
R0120377,3917.0,SF,1112.0,SINGLE FAM.RES.-LAND,3917,0.09,A 
R0120378,3743.0,SF,1112.0,SINGLE FAM.RES.-LAND,3743,0.086,A 
R0120379,3743.0,SF,1112.0,SINGLE FAM.RES.-LAND,3743,0.086,A 
R0120380,3765.0,SF,1112.0,SINGLE FAM.RES.-LAND,3765,0.086,A 
R0120383,3972.0,SF,1112.0,SINGLE FAM.RES.-LAND,3972,0.091,A 
R0120384,4613.0,SF,1112.0,SINGLE FAM.RES.-LAND,4613,0.106,A 
R0120387,3644.0,SF,1112.0,SINGLE FAM.RES.-LAND,3644,0.084,A 
R0120390,4359.0,SF,1112.0,SINGLE FAM.RES.-LAND,4359,0.1,A 
R0120391,3573.0,SF,1112.0,SINGLE FAM.RES.-LAND,3573,0.082,A 
R0120392,3556.0,SF,1112.0,SINGLE FAM.RES.-LAND,3556,0.082,A 
R0120394,4432.0,SF,1112.0,SINGLE FAM.RES.-LAND,4432,0.102,A 
R0120397,4977.0,SF,1112.0,SINGLE FAM.RES.-LAND,4977,0.114,A 
R0120398,3608.0,SF,1112.0,SINGLE FAM.RES.-LAND,3608,0.083,A 
R0120478,2.46,AC,1112.0,SINGLE FAM.RES.-LAND,110358,2.533,A 
R0120541,10649.0,SF,1112.0,SINGLE FAM.RES.-LAND,10649,0.244,A 
R0120544,10062.0,SF,1112.0,SINGLE FAM.RES.-LAND,10062,0.231,A 
R0120546,7135.0,SF,1112.0,SINGLE FAM.RES.-LAND,7135,0.164,A 
R0120552,7903.0,SF,1112.0,SINGLE FAM.RES.-LAND,7903,0.181,A 
R0120553,7033.0,SF,1112.0,SINGLE FAM.RES.-LAND,7033,0.161,A 
R0120554,8915.0,SF,1112.0,SINGLE FAM.RES.-LAND,8915,0.205,A 
R0120557,7202.0,SF,1112.0,SINGLE FAM.RES.-LAND,7202,0.165,A 
R0120559,7062.0,SF,1112.0,SINGLE FAM.RES.-LAND,7062,0.162,A 
R0120572,8767.0,SF,1112.0,SINGLE FAM.RES.-LAND,8767,0.201,A 
R0120574,8387.0,SF,1112.0,SINGLE FAM.RES.-LAND,8387,0.193,A 
R0120576,9734.0,SF,1112.0,SINGLE FAM.RES.-LAND,9734,0.223,A 
R0120577,11114.0,SF,1112.0,SINGLE FAM.RES.-LAND,11114,0.255,A 
R0120579,9824.0,SF,1112.0,SINGLE FAM.RES.-LAND,9824,0.226,A 
R0120581,9955.0,SF,1112.0,SINGLE FAM.RES.-LAND,9955,0.229,A 
R0120582,9844.0,SF,1112.0,SINGLE FAM.RES.-LAND,9844,0.226,A 
R0120583,9886.0,SF,1112.0,SINGLE FAM.RES.-LAND,9886,0.227,A 
R0120584,9193.0,SF,1112.0,SINGLE FAM.RES.-LAND,9193,0.211,A 
R0120585,11752.0,SF,1112.0,SINGLE FAM.RES.-LAND,11752,0.27,A 
R0120586,10790.0,SF,1112.0,SINGLE FAM.RES.-LAND,10790,0.248,A 
R0120587,8163.0,SF,1112.0,SINGLE FAM.RES.-LAND,8163,0.187,A 
R0120589,8758.0,SF,1112.0,SINGLE FAM.RES.-LAND,8758,0.201,A 
R0120590,8803.0,SF,1112.0,SINGLE FAM.RES.-LAND,8803,0.202,A 
R0120591,9212.0,SF,1112.0,SINGLE FAM.RES.-LAND,9212,0.211,A 
R0120592,14657.0,SF,1112.0,SINGLE FAM.RES.-LAND,14657,0.336,A 
R0120603,42504.0,SF,1112.0,SINGLE FAM.RES.-LAND,42504,0.976,A 
R0120606,17.31,AC,1112.0,SINGLE FAM.RES.-LAND,733314,16.8345,A 
R0120616,2.05,AC,1112.0,SINGLE FAM.RES.-LAND,157625,3.619,A 
R0120617,2.05,AC,1112.0,SINGLE FAM.RES.-LAND,90239,2.072,A 
R0120618,2.04,AC,1112.0,SINGLE FAM.RES.-LAND,87786,2.015,A 
R0120632,4685.0,SF,1112.0,SINGLE FAM.RES.-LAND,4685,0.108,A 
R0120638,5737.0,SF,1112.0,SINGLE FAM.RES.-LAND,5737,0.132,A 
R0120646,4576.0,SF,1112.0,SINGLE FAM.RES.-LAND,4576,0.105,A 
R0120647,4566.0,SF,1112.0,SINGLE FAM.RES.-LAND,4566,0.105,A 
R0120648,4586.0,SF,1112.0,SINGLE FAM.RES.-LAND,4586,0.105,A 
R0120649,5227.0,SF,1112.0,SINGLE FAM.RES.-LAND,5227,0.12,A 
R0120652,6674.0,SF,1112.0,SINGLE FAM.RES.-LAND,6674,0.153,A 
R0120653,8771.0,SF,1112.0,SINGLE FAM.RES.-LAND,8771,0.201,A 
R0120655,5568.0,SF,1112.0,SINGLE FAM.RES.-LAND,5568,0.128,A 
R0120658,4990.0,SF,1112.0,SINGLE FAM.RES.-LAND,4990,0.115,A 
R0120661,4718.0,SF,1112.0,SINGLE FAM.RES.-LAND,4718,0.108,A 
R0120663,4305.0,SF,1112.0,SINGLE FAM.RES.-LAND,4305,0.099,A 
R0120665,5388.0,SF,1112.0,SINGLE FAM.RES.-LAND,5388,0.124,A 
R0120678,2.5979,AC,1112.0,SINGLE FAM.RES.-LAND,113165,2.598,A 
R0120683,5677.0,SF,1112.0,SINGLE FAM.RES.-LAND,5677,0.13,A 
R0120691,5576.0,SF,1112.0,SINGLE FAM.RES.-LAND,5576,0.128,A 
R0120692,6603.0,SF,1112.0,SINGLE FAM.RES.-LAND,6603,0.152,A 
R0120693,6725.0,SF,1112.0,SINGLE FAM.RES.-LAND,6725,0.154,A 
R0120696,7588.0,SF,1112.0,SINGLE FAM.RES.-LAND,7588,0.174,A 
R0120697,7272.0,SF,1112.0,SINGLE FAM.RES.-LAND,7272,0.167,A 
R0120698,5695.0,SF,1112.0,SINGLE FAM.RES.-LAND,5695,0.131,A 
R0120702,5710.0,SF,1112.0,SINGLE FAM.RES.-LAND,5710,0.131,A 
R0120704,5288.0,SF,1112.0,SINGLE FAM.RES.-LAND,5288,0.121,A 
R0120705,6272.0,SF,1112.0,SINGLE FAM.RES.-LAND,6272,0.144,A 
R0120708,5345.0,SF,1112.0,SINGLE FAM.RES.-LAND,5345,0.123,A 
