strap,landUnitValue,landUnitType,landClass,landClassDscr,GIS_sqft,GIS_acreage,status_cd
R0013158,7176.0,SF,1112.0,SINGLE FAM.RES.-LAND,7176,0.165,A 
R0013161,8016.0,SF,1112.0,SINGLE FAM.RES.-LAND,8016,0.184,A 
R0013164,6883.0,SF,1112.0,SINGLE FAM.RES.-LAND,6883,0.158,A 
R0013165,6942.0,SF,1112.0,SINGLE FAM.RES.-LAND,6942,0.159,A 
R0013167,6981.0,SF,1112.0,SINGLE FAM.RES.-LAND,6981,0.16,A 
R0013168,13103.0,SF,1112.0,SINGLE FAM.RES.-LAND,13103,0.301,A 
R0013171,10356.0,SF,1112.0,SINGLE FAM.RES.-LAND,10356,0.238,A 
R0013172,11761.0,SF,1112.0,SINGLE FAM.RES.-LAND,11761,0.27,A 
R0013180,7118.0,SF,1112.0,SINGLE FAM.RES.-LAND,7118,0.163,A 
R0013186,6804.0,SF,1112.0,SINGLE FAM.RES.-LAND,6804,0.156,A 
R0013192,7824.0,SF,1112.0,SINGLE FAM.RES.-LAND,7824,0.18,A 
R0013201,7326.0,SF,1112.0,SINGLE FAM.RES.-LAND,7326,0.168,A 
R0013205,7721.0,SF,1112.0,SINGLE FAM.RES.-LAND,7721,0.177,A 
R0013206,7321.0,SF,1112.0,SINGLE FAM.RES.-LAND,7321,0.168,A 
R0013210,9365.0,SF,1112.0,SINGLE FAM.RES.-LAND,9365,0.215,A 
R0013213,10390.0,SF,1112.0,SINGLE FAM.RES.-LAND,10390,0.239,A 
R0013214,7047.0,SF,1112.0,SINGLE FAM.RES.-LAND,7047,0.162,A 
R0013218,9704.0,SF,1112.0,SINGLE FAM.RES.-LAND,9704,0.223,A 
R0013219,7096.0,SF,1112.0,SINGLE FAM.RES.-LAND,7096,0.163,A 
R0013220,7673.0,SF,1112.0,SINGLE FAM.RES.-LAND,7673,0.176,A 
R0013224,9385.0,SF,1112.0,SINGLE FAM.RES.-LAND,9385,0.215,A 
R0013226,7480.0,SF,1112.0,SINGLE FAM.RES.-LAND,7480,0.172,A 
R0013229,14500.0,SF,1112.0,SINGLE FAM.RES.-LAND,14500,0.333,A 
R0013230,7208.0,SF,1112.0,SINGLE FAM.RES.-LAND,7208,0.165,A 
R0013232,7023.0,SF,1112.0,SINGLE FAM.RES.-LAND,7023,0.161,A 
R0013236,9626.0,SF,1112.0,SINGLE FAM.RES.-LAND,9626,0.221,A 
R0013237,10982.0,SF,1112.0,SINGLE FAM.RES.-LAND,10982,0.252,A 
R0013238,11064.0,SF,1112.0,SINGLE FAM.RES.-LAND,11064,0.254,A 
R0013244,7146.0,SF,1112.0,SINGLE FAM.RES.-LAND,7146,0.164,A 
R0013246,7609.0,SF,1112.0,SINGLE FAM.RES.-LAND,7609,0.175,A 
R0013247,7869.0,SF,1112.0,SINGLE FAM.RES.-LAND,7869,0.181,A 
R0013248,7104.0,SF,1112.0,SINGLE FAM.RES.-LAND,7104,0.163,A 
R0013250,7294.0,SF,1112.0,SINGLE FAM.RES.-LAND,7294,0.167,A 
R0013251,7431.0,SF,1112.0,SINGLE FAM.RES.-LAND,7431,0.171,A 
R0013252,7291.0,SF,1112.0,SINGLE FAM.RES.-LAND,7291,0.167,A 
R0013254,6948.0,SF,1112.0,SINGLE FAM.RES.-LAND,6948,0.16,A 
R0013255,10327.0,SF,1112.0,SINGLE FAM.RES.-LAND,10327,0.237,A 
R0013257,7276.0,SF,1112.0,SINGLE FAM.RES.-LAND,7276,0.167,A 
R0013259,7070.0,SF,1112.0,SINGLE FAM.RES.-LAND,7070,0.162,A 
R0013264,7437.0,SF,1112.0,SINGLE FAM.RES.-LAND,7437,0.171,A 
R0013275,8508.0,SF,1112.0,SINGLE FAM.RES.-LAND,8508,0.195,A 
R0013277,7687.0,SF,1112.0,SINGLE FAM.RES.-LAND,7687,0.176,A 
R0013279,6967.0,SF,1112.0,SINGLE FAM.RES.-LAND,6967,0.16,A 
R0013283,7563.0,SF,1112.0,SINGLE FAM.RES.-LAND,7563,0.174,A 
R0013284,7255.0,SF,1112.0,SINGLE FAM.RES.-LAND,7255,0.167,A 
R0013285,6738.0,SF,1112.0,SINGLE FAM.RES.-LAND,6738,0.155,A 
R0013287,7100.0,SF,1112.0,SINGLE FAM.RES.-LAND,7100,0.163,A 
R0013291,10668.0,SF,1112.0,SINGLE FAM.RES.-LAND,10668,0.245,A 
R0013306,7439.0,SF,1112.0,SINGLE FAM.RES.-LAND,7439,0.171,A 
R0013310,8323.0,SF,1112.0,SINGLE FAM.RES.-LAND,8323,0.191,A 
R0013312,7440.0,SF,1112.0,SINGLE FAM.RES.-LAND,7440,0.171,A 
R0013313,7104.0,SF,1112.0,SINGLE FAM.RES.-LAND,7104,0.163,A 
R0013315,8407.0,SF,1112.0,SINGLE FAM.RES.-LAND,8407,0.193,A 
R0013316,9438.0,SF,1112.0,SINGLE FAM.RES.-LAND,9438,0.217,A 
R0013323,6920.0,SF,1112.0,SINGLE FAM.RES.-LAND,6920,0.159,A 
R0013326,10701.0,SF,1112.0,SINGLE FAM.RES.-LAND,10701,0.246,A 
R0013337,7096.0,SF,1112.0,SINGLE FAM.RES.-LAND,7096,0.163,A 
R0013338,7008.0,SF,1112.0,SINGLE FAM.RES.-LAND,7008,0.161,A 
R0013344,6822.0,SF,1112.0,SINGLE FAM.RES.-LAND,6822,0.157,A 
R0013345,7245.0,SF,1112.0,SINGLE FAM.RES.-LAND,7245,0.166,A 
R0013347,7039.0,SF,1112.0,SINGLE FAM.RES.-LAND,7039,0.162,A 
R0013351,7211.0,SF,1112.0,SINGLE FAM.RES.-LAND,7211,0.166,A 
R0013353,7000.0,SF,1112.0,SINGLE FAM.RES.-LAND,7000,0.161,A 
R0013356,7572.0,SF,1112.0,SINGLE FAM.RES.-LAND,7572,0.174,A 
R0013360,6712.0,SF,1112.0,SINGLE FAM.RES.-LAND,6712,0.154,A 
R0013363,7129.0,SF,1112.0,SINGLE FAM.RES.-LAND,7129,0.164,A 
R0013366,6943.0,SF,1112.0,SINGLE FAM.RES.-LAND,6943,0.159,A 
R0013369,6955.0,SF,1112.0,SINGLE FAM.RES.-LAND,6955,0.16,A 
R0013370,7759.0,SF,1112.0,SINGLE FAM.RES.-LAND,7759,0.178,A 
R0013371,10199.0,SF,1112.0,SINGLE FAM.RES.-LAND,10199,0.234,A 
R0013372,6888.0,SF,1112.0,SINGLE FAM.RES.-LAND,6888,0.158,A 
R0013373,7097.0,SF,1112.0,SINGLE FAM.RES.-LAND,7097,0.163,A 
R0013375,6996.0,SF,1112.0,SINGLE FAM.RES.-LAND,6996,0.161,A 
R0013377,6621.0,SF,1112.0,SINGLE FAM.RES.-LAND,6621,0.152,A 
R0013379,6901.0,SF,1112.0,SINGLE FAM.RES.-LAND,6901,0.158,A 
R0013380,7029.0,SF,1112.0,SINGLE FAM.RES.-LAND,7029,0.161,A 
R0013387,7310.0,SF,1112.0,SINGLE FAM.RES.-LAND,7310,0.168,A 
R0013389,7808.0,SF,1112.0,SINGLE FAM.RES.-LAND,7808,0.179,A 
R0013390,8993.0,SF,1112.0,SINGLE FAM.RES.-LAND,8993,0.206,A 
R0013394,7224.0,SF,1112.0,SINGLE FAM.RES.-LAND,7224,0.166,A 
R0013396,6989.0,SF,1112.0,SINGLE FAM.RES.-LAND,6989,0.16,A 
R0013397,9949.0,SF,1112.0,SINGLE FAM.RES.-LAND,9949,0.228,A 
R0013402,9195.0,SF,1112.0,SINGLE FAM.RES.-LAND,9195,0.211,A 
R0013406,7514.0,SF,1112.0,SINGLE FAM.RES.-LAND,7514,0.172,A 
R0013408,11073.0,SF,1112.0,SINGLE FAM.RES.-LAND,11073,0.254,A 
R0013416,9866.0,SF,1112.0,SINGLE FAM.RES.-LAND,9866,0.226,A 
R0013418,7273.0,SF,1112.0,SINGLE FAM.RES.-LAND,7273,0.167,A 
R0013419,7777.0,SF,1112.0,SINGLE FAM.RES.-LAND,7777,0.179,A 
R0013420,7212.0,SF,1112.0,SINGLE FAM.RES.-LAND,7212,0.166,A 
R0013421,7111.0,SF,1112.0,SINGLE FAM.RES.-LAND,7111,0.163,A 
R0013422,9073.0,SF,1112.0,SINGLE FAM.RES.-LAND,9073,0.208,A 
R0013424,6897.0,SF,1112.0,SINGLE FAM.RES.-LAND,6897,0.158,A 
R0013432,7868.0,SF,1112.0,SINGLE FAM.RES.-LAND,7868,0.181,A 
R0013438,7139.0,SF,1112.0,SINGLE FAM.RES.-LAND,7139,0.164,A 
R0013439,10730.0,SF,1112.0,SINGLE FAM.RES.-LAND,10730,0.246,A 
R0013441,10902.0,SF,1112.0,SINGLE FAM.RES.-LAND,10902,0.25,A 
R0013442,7036.0,SF,1112.0,SINGLE FAM.RES.-LAND,7036,0.162,A 
R0013449,16224.0,SF,1112.0,SINGLE FAM.RES.-LAND,16224,0.372,A 
R0013452,7105.0,SF,1112.0,SINGLE FAM.RES.-LAND,7105,0.163,A 
R0013456,13455.0,SF,1112.0,SINGLE FAM.RES.-LAND,13455,0.309,A 
R0013458,7216.0,SF,1112.0,SINGLE FAM.RES.-LAND,7216,0.166,A 
R0013459,7826.0,SF,1112.0,SINGLE FAM.RES.-LAND,7826,0.18,A 
R0013461,11437.0,SF,1112.0,SINGLE FAM.RES.-LAND,11437,0.263,A 
R0013463,6841.0,SF,1112.0,SINGLE FAM.RES.-LAND,6841,0.157,A 
R0013466,6865.0,SF,1112.0,SINGLE FAM.RES.-LAND,6865,0.158,A 
R0013467,6973.0,SF,1112.0,SINGLE FAM.RES.-LAND,6973,0.16,A 
R0013468,8008.0,SF,1112.0,SINGLE FAM.RES.-LAND,8008,0.184,A 
R0013469,31226.0,SF,1112.0,SINGLE FAM.RES.-LAND,31226,0.717,A 
R0013470,8596.0,SF,1112.0,SINGLE FAM.RES.-LAND,8596,0.197,A 
R0013476,7464.0,SF,1112.0,SINGLE FAM.RES.-LAND,7464,0.171,A 
R0013477,7403.0,SF,1112.0,SINGLE FAM.RES.-LAND,7403,0.17,A 
R0013479,7337.0,SF,1112.0,SINGLE FAM.RES.-LAND,7337,0.168,A 
R0013480,10468.0,SF,1112.0,SINGLE FAM.RES.-LAND,10468,0.24,A 
R0013482,8386.0,SF,1112.0,SINGLE FAM.RES.-LAND,8386,0.193,A 
R0013484,7144.0,SF,1112.0,SINGLE FAM.RES.-LAND,7144,0.164,A 
R0013487,7021.0,SF,1112.0,SINGLE FAM.RES.-LAND,7021,0.161,A 
R0013488,8907.0,SF,1112.0,SINGLE FAM.RES.-LAND,8907,0.204,A 
R0013490,8924.0,SF,1112.0,SINGLE FAM.RES.-LAND,8924,0.205,A 
R0013493,14506.0,SF,1112.0,SINGLE FAM.RES.-LAND,14506,0.333,A 
R0013497,7090.0,SF,1112.0,SINGLE FAM.RES.-LAND,7090,0.163,A 
R0013499,7008.0,SF,1112.0,SINGLE FAM.RES.-LAND,7008,0.161,A 
R0013507,11098.0,SF,1112.0,SINGLE FAM.RES.-LAND,11098,0.255,A 
R0013508,6919.0,SF,1112.0,SINGLE FAM.RES.-LAND,6919,0.159,A 
R0013511,7002.0,SF,1112.0,SINGLE FAM.RES.-LAND,7002,0.161,A 
R0013513,8746.0,SF,1112.0,SINGLE FAM.RES.-LAND,8746,0.201,A 
R0013519,7563.0,SF,1112.0,SINGLE FAM.RES.-LAND,7563,0.174,A 
R0013520,9615.0,SF,1112.0,SINGLE FAM.RES.-LAND,9615,0.221,A 
R0013525,9092.0,SF,1112.0,SINGLE FAM.RES.-LAND,9092,0.209,A 
R0013528,8702.0,SF,1112.0,SINGLE FAM.RES.-LAND,8702,0.2,A 
R0013534,6848.0,SF,1112.0,SINGLE FAM.RES.-LAND,6848,0.157,A 
R0013535,10678.0,SF,1112.0,SINGLE FAM.RES.-LAND,10678,0.245,A 
R0013536,11369.0,SF,1112.0,SINGLE FAM.RES.-LAND,11369,0.261,A 
R0013541,7311.0,SF,1112.0,SINGLE FAM.RES.-LAND,7311,0.168,A 
R0013543,8032.0,SF,1112.0,SINGLE FAM.RES.-LAND,8032,0.184,A 
R0013544,8527.0,SF,1112.0,SINGLE FAM.RES.-LAND,8527,0.196,A 
R0013545,8142.0,SF,1112.0,SINGLE FAM.RES.-LAND,8142,0.187,A 
R0013547,8237.0,SF,1112.0,SINGLE FAM.RES.-LAND,8237,0.189,A 
R0013549,7184.0,SF,1112.0,SINGLE FAM.RES.-LAND,7184,0.165,A 
R0013552,16381.0,SF,1112.0,SINGLE FAM.RES.-LAND,16381,0.376,A 
R0013553,7571.0,SF,1112.0,SINGLE FAM.RES.-LAND,7571,0.174,A 
R0013566,7228.0,SF,1112.0,SINGLE FAM.RES.-LAND,7228,0.166,A 
R0013569,7783.0,SF,1112.0,SINGLE FAM.RES.-LAND,7783,0.179,A 
R0013573,7321.0,SF,1112.0,SINGLE FAM.RES.-LAND,7321,0.168,A 
R0013576,8798.0,SF,1112.0,SINGLE FAM.RES.-LAND,8798,0.202,A 
R0013583,7634.0,SF,1112.0,SINGLE FAM.RES.-LAND,7634,0.175,A 
R0013585,9156.0,SF,1112.0,SINGLE FAM.RES.-LAND,9156,0.21,A 
R0013587,10053.0,SF,1112.0,SINGLE FAM.RES.-LAND,10053,0.231,A 
R0013588,7442.0,SF,1112.0,SINGLE FAM.RES.-LAND,7442,0.171,A 
R0013593,7243.0,SF,1112.0,SINGLE FAM.RES.-LAND,7243,0.166,A 
R0013594,24814.0,SF,1112.0,SINGLE FAM.RES.-LAND,24814,0.57,A 
R0013597,7296.0,SF,1112.0,SINGLE FAM.RES.-LAND,7296,0.167,A 
R0013598,8183.0,SF,1112.0,SINGLE FAM.RES.-LAND,8183,0.188,A 
R0013599,6975.0,SF,1112.0,SINGLE FAM.RES.-LAND,6975,0.16,A 
R0013600,10802.0,SF,1112.0,SINGLE FAM.RES.-LAND,10802,0.248,A 
R0013603,7349.0,SF,1112.0,SINGLE FAM.RES.-LAND,7349,0.169,A 
R0013607,7306.0,SF,1112.0,SINGLE FAM.RES.-LAND,7306,0.168,A 
R0013611,7795.0,SF,1112.0,SINGLE FAM.RES.-LAND,7795,0.179,A 
R0013613,8697.0,SF,1112.0,SINGLE FAM.RES.-LAND,8697,0.2,A 
R0013617,7004.0,SF,1112.0,SINGLE FAM.RES.-LAND,7004,0.161,A 
R0013619,7359.0,SF,1112.0,SINGLE FAM.RES.-LAND,7359,0.169,A 
R0013624,6987.0,SF,1112.0,SINGLE FAM.RES.-LAND,6987,0.16,A 
R0013626,39507.0,SF,1112.0,SINGLE FAM.RES.-LAND,39507,0.907,A 
R0013628,6930.0,SF,1112.0,SINGLE FAM.RES.-LAND,6930,0.159,A 
R0013630,6990.0,SF,1112.0,SINGLE FAM.RES.-LAND,6990,0.16,A 
R0013632,7052.0,SF,1112.0,SINGLE FAM.RES.-LAND,7052,0.162,A 
R0013634,9567.0,SF,1112.0,SINGLE FAM.RES.-LAND,9567,0.22,A 
R0013635,7259.0,SF,1112.0,SINGLE FAM.RES.-LAND,7259,0.167,A 
R0013640,7137.0,SF,1112.0,SINGLE FAM.RES.-LAND,7137,0.164,A 
R0013642,7016.0,SF,1112.0,SINGLE FAM.RES.-LAND,7016,0.161,A 
R0013643,6974.0,SF,1112.0,SINGLE FAM.RES.-LAND,6974,0.16,A 
R0013645,7128.0,SF,1112.0,SINGLE FAM.RES.-LAND,7128,0.164,A 
R0013648,7161.0,SF,1112.0,SINGLE FAM.RES.-LAND,7161,0.164,A 
R0013650,6942.0,SF,1112.0,SINGLE FAM.RES.-LAND,6942,0.159,A 
R0013651,7095.0,SF,1112.0,SINGLE FAM.RES.-LAND,7095,0.163,A 
R0013653,11284.0,SF,1112.0,SINGLE FAM.RES.-LAND,11284,0.259,A 
R0013656,7590.0,SF,1112.0,SINGLE FAM.RES.-LAND,7590,0.174,A 
R0013657,12210.0,SF,1112.0,SINGLE FAM.RES.-LAND,12210,0.28,A 
R0013661,20495.0,SF,1112.0,SINGLE FAM.RES.-LAND,20495,0.471,A 
R0013665,7004.0,SF,1112.0,SINGLE FAM.RES.-LAND,7004,0.161,A 
R0013666,7563.0,SF,1112.0,SINGLE FAM.RES.-LAND,7563,0.174,A 
R0013667,8129.0,SF,1112.0,SINGLE FAM.RES.-LAND,8129,0.187,A 
R0013668,7342.0,SF,1112.0,SINGLE FAM.RES.-LAND,7342,0.169,A 
R0013669,6822.0,SF,1112.0,SINGLE FAM.RES.-LAND,6822,0.157,A 
R0013670,7172.0,SF,1112.0,SINGLE FAM.RES.-LAND,7172,0.165,A 
R0013673,7132.0,SF,1112.0,SINGLE FAM.RES.-LAND,7132,0.164,A 
R0013675,7368.0,SF,1112.0,SINGLE FAM.RES.-LAND,7368,0.169,A 
R0013676,7762.0,SF,1112.0,SINGLE FAM.RES.-LAND,7762,0.178,A 
R0013681,6929.0,SF,1112.0,SINGLE FAM.RES.-LAND,6929,0.159,A 
R0013684,7253.0,SF,1112.0,SINGLE FAM.RES.-LAND,7253,0.167,A 
R0013690,11745.0,SF,1112.0,SINGLE FAM.RES.-LAND,11745,0.27,A 
R0013693,10293.0,SF,1112.0,SINGLE FAM.RES.-LAND,10293,0.236,A 
R0013695,7212.0,SF,1112.0,SINGLE FAM.RES.-LAND,7212,0.166,A 
R0013698,7475.0,SF,1112.0,SINGLE FAM.RES.-LAND,7475,0.172,A 
R0013699,6901.0,SF,1112.0,SINGLE FAM.RES.-LAND,6901,0.158,A 
R0013700,8581.0,SF,1112.0,SINGLE FAM.RES.-LAND,8581,0.197,A 
R0013708,7094.0,SF,1112.0,SINGLE FAM.RES.-LAND,7094,0.163,A 
R0013710,6633.0,SF,1112.0,SINGLE FAM.RES.-LAND,6633,0.152,A 
R0013711,7690.0,SF,1112.0,SINGLE FAM.RES.-LAND,7690,0.177,A 
R0013714,7841.0,SF,1112.0,SINGLE FAM.RES.-LAND,7841,0.18,A 
R0013719,7070.0,SF,1112.0,SINGLE FAM.RES.-LAND,7070,0.162,A 
R0013720,6788.0,SF,1112.0,SINGLE FAM.RES.-LAND,6788,0.156,A 
R0013721,7389.0,SF,1112.0,SINGLE FAM.RES.-LAND,7389,0.17,A 
R0013722,7313.0,SF,1112.0,SINGLE FAM.RES.-LAND,7313,0.168,A 
R0013723,7168.0,SF,1112.0,SINGLE FAM.RES.-LAND,7168,0.165,A 
R0013724,11042.0,SF,1112.0,SINGLE FAM.RES.-LAND,11042,0.253,A 
R0013725,13808.0,SF,1112.0,SINGLE FAM.RES.-LAND,13808,0.317,A 
R0013726,7119.0,SF,1112.0,SINGLE FAM.RES.-LAND,7119,0.163,A 
R0013729,7834.0,SF,1112.0,SINGLE FAM.RES.-LAND,7834,0.18,A 
R0013731,6877.0,SF,1112.0,SINGLE FAM.RES.-LAND,6877,0.158,A 
R0013734,7353.0,SF,1112.0,SINGLE FAM.RES.-LAND,7353,0.169,A 
R0013738,12455.0,SF,1112.0,SINGLE FAM.RES.-LAND,12455,0.286,A 
R0013739,7006.0,SF,1112.0,SINGLE FAM.RES.-LAND,7006,0.161,A 
R0013740,6755.0,SF,1112.0,SINGLE FAM.RES.-LAND,6755,0.155,A 
R0013742,6994.0,SF,1112.0,SINGLE FAM.RES.-LAND,6994,0.161,A 
R0013743,7008.0,SF,1112.0,SINGLE FAM.RES.-LAND,7008,0.161,A 
R0013751,7046.0,SF,1112.0,SINGLE FAM.RES.-LAND,7046,0.162,A 
R0013754,8344.0,SF,1112.0,SINGLE FAM.RES.-LAND,8344,0.192,A 
R0013757,8077.0,SF,1112.0,SINGLE FAM.RES.-LAND,8077,0.185,A 
R0013758,7555.0,SF,1112.0,SINGLE FAM.RES.-LAND,7555,0.173,A 
R0013759,11349.0,SF,1112.0,SINGLE FAM.RES.-LAND,11349,0.261,A 
R0013760,7616.0,SF,1112.0,SINGLE FAM.RES.-LAND,7616,0.175,A 
R0013761,10385.0,SF,1112.0,SINGLE FAM.RES.-LAND,10385,0.238,A 
R0013762,6773.0,SF,1112.0,SINGLE FAM.RES.-LAND,6773,0.155,A 
R0013763,7169.0,SF,1112.0,SINGLE FAM.RES.-LAND,7169,0.165,A 
R0013768,7258.0,SF,1112.0,SINGLE FAM.RES.-LAND,7258,0.167,A 
R0013769,7073.0,SF,1112.0,SINGLE FAM.RES.-LAND,7073,0.162,A 
R0013770,8784.0,SF,1112.0,SINGLE FAM.RES.-LAND,8784,0.202,A 
R0013771,10439.0,SF,1112.0,SINGLE FAM.RES.-LAND,10439,0.24,A 
R0013772,7959.0,SF,1112.0,SINGLE FAM.RES.-LAND,7959,0.183,A 
R0013776,7419.0,SF,1112.0,SINGLE FAM.RES.-LAND,7419,0.17,A 
R0013778,7118.0,SF,1112.0,SINGLE FAM.RES.-LAND,7118,0.163,A 
R0013779,8324.0,SF,1112.0,SINGLE FAM.RES.-LAND,8324,0.191,A 
R0013781,7051.0,SF,1112.0,SINGLE FAM.RES.-LAND,7051,0.162,A 
R0013783,7143.0,SF,1112.0,SINGLE FAM.RES.-LAND,7143,0.164,A 
R0013784,11437.0,SF,1112.0,SINGLE FAM.RES.-LAND,11437,0.263,A 
R0013786,7231.0,SF,1112.0,SINGLE FAM.RES.-LAND,7231,0.166,A 
R0013789,9777.0,SF,1112.0,SINGLE FAM.RES.-LAND,9777,0.224,A 
R0013792,9816.0,SF,1112.0,SINGLE FAM.RES.-LAND,9816,0.225,A 
R0013797,7804.0,SF,1112.0,SINGLE FAM.RES.-LAND,7804,0.179,A 
R0013805,8730.0,SF,1112.0,SINGLE FAM.RES.-LAND,8730,0.2,A 
R0013807,6803.0,SF,1112.0,SINGLE FAM.RES.-LAND,6803,0.156,A 
R0013808,7440.0,SF,1112.0,SINGLE FAM.RES.-LAND,7440,0.171,A 
R0013809,7256.0,SF,1112.0,SINGLE FAM.RES.-LAND,7256,0.167,A 
R0013810,7679.0,SF,1112.0,SINGLE FAM.RES.-LAND,7679,0.176,A 
R0013812,7251.0,SF,1112.0,SINGLE FAM.RES.-LAND,7251,0.166,A 
R0013813,7578.0,SF,1112.0,SINGLE FAM.RES.-LAND,7578,0.174,A 
R0013814,8448.0,SF,1112.0,SINGLE FAM.RES.-LAND,8448,0.194,A 
R0013817,7279.0,SF,1112.0,SINGLE FAM.RES.-LAND,7279,0.167,A 
R0013820,7534.0,SF,1112.0,SINGLE FAM.RES.-LAND,7534,0.173,A 
R0013823,14583.0,SF,1112.0,SINGLE FAM.RES.-LAND,14583,0.335,A 
R0013825,9651.0,SF,1112.0,SINGLE FAM.RES.-LAND,9651,0.222,A 
R0013826,7122.0,SF,1112.0,SINGLE FAM.RES.-LAND,7122,0.163,A 
R0013827,7308.0,SF,1112.0,SINGLE FAM.RES.-LAND,7308,0.168,A 
R0013830,7770.0,SF,1112.0,SINGLE FAM.RES.-LAND,7770,0.178,A 
R0013831,5346.0,SF,1112.0,SINGLE FAM.RES.-LAND,5346,0.123,A 
R0013833,7037.0,SF,1112.0,SINGLE FAM.RES.-LAND,7037,0.162,A 
R0013834,7219.0,SF,1112.0,SINGLE FAM.RES.-LAND,7219,0.166,A 
R0013836,6981.0,SF,1112.0,SINGLE FAM.RES.-LAND,6981,0.16,A 
R0013839,6973.0,SF,1112.0,SINGLE FAM.RES.-LAND,6973,0.16,A 
R0013840,12085.0,SF,1112.0,SINGLE FAM.RES.-LAND,12085,0.277,A 
R0013843,7985.0,SF,1112.0,SINGLE FAM.RES.-LAND,7985,0.183,A 
R0013844,7098.0,SF,1112.0,SINGLE FAM.RES.-LAND,7098,0.163,A 
R0013847,6882.0,SF,1112.0,SINGLE FAM.RES.-LAND,6882,0.158,A 
R0013849,7040.0,SF,1112.0,SINGLE FAM.RES.-LAND,7040,0.162,A 
R0013850,6965.0,SF,1112.0,SINGLE FAM.RES.-LAND,6965,0.16,A 
R0013852,6981.0,SF,1112.0,SINGLE FAM.RES.-LAND,6981,0.16,A 
R0013853,6872.0,SF,1112.0,SINGLE FAM.RES.-LAND,6872,0.158,A 
R0013855,8462.0,SF,1112.0,SINGLE FAM.RES.-LAND,8462,0.194,A 
R0013856,6909.0,SF,1112.0,SINGLE FAM.RES.-LAND,6909,0.159,A 
R0013857,7107.0,SF,1112.0,SINGLE FAM.RES.-LAND,7107,0.163,A 
R0013860,7056.0,SF,1112.0,SINGLE FAM.RES.-LAND,7056,0.162,A 
R0013864,7725.0,SF,1112.0,SINGLE FAM.RES.-LAND,7725,0.177,A 
R0013865,6970.0,SF,1112.0,SINGLE FAM.RES.-LAND,6970,0.16,A 
R0013866,7569.0,SF,1112.0,SINGLE FAM.RES.-LAND,7569,0.174,A 
R0013867,7176.0,SF,1112.0,SINGLE FAM.RES.-LAND,7176,0.165,A 
R0013868,9599.0,SF,1112.0,SINGLE FAM.RES.-LAND,9599,0.22,A 
R0013870,7463.0,SF,1112.0,SINGLE FAM.RES.-LAND,7463,0.171,A 
R0013874,7137.0,SF,1112.0,SINGLE FAM.RES.-LAND,7137,0.164,A 
R0013877,7026.0,SF,1112.0,SINGLE FAM.RES.-LAND,7026,0.161,A 
R0013878,7463.0,SF,1112.0,SINGLE FAM.RES.-LAND,7463,0.171,A 
R0013883,7550.0,SF,1112.0,SINGLE FAM.RES.-LAND,7550,0.173,A 
R0013884,7302.0,SF,1112.0,SINGLE FAM.RES.-LAND,7302,0.168,A 
R0013885,7107.0,SF,1112.0,SINGLE FAM.RES.-LAND,7107,0.163,A 
R0013888,7620.0,SF,1112.0,SINGLE FAM.RES.-LAND,7620,0.175,A 
R0013889,11590.0,SF,1112.0,SINGLE FAM.RES.-LAND,11590,0.266,A 
R0013890,8298.0,SF,1112.0,SINGLE FAM.RES.-LAND,8298,0.19,A 
R0013891,7780.0,SF,1112.0,SINGLE FAM.RES.-LAND,7780,0.179,A 
R0013892,7885.0,SF,1112.0,SINGLE FAM.RES.-LAND,7885,0.181,A 
R0013895,7198.0,SF,1112.0,SINGLE FAM.RES.-LAND,7198,0.165,A 
R0013897,6920.0,SF,1112.0,SINGLE FAM.RES.-LAND,6920,0.159,A 
R0013901,8774.0,SF,1112.0,SINGLE FAM.RES.-LAND,8774,0.201,A 
R0013902,7512.0,SF,1112.0,SINGLE FAM.RES.-LAND,7512,0.172,A 
R0013904,7071.0,SF,1112.0,SINGLE FAM.RES.-LAND,7071,0.162,A 
R0013906,7207.0,SF,1112.0,SINGLE FAM.RES.-LAND,7207,0.165,A 
R0013907,9443.0,SF,1112.0,SINGLE FAM.RES.-LAND,9443,0.217,A 
R0013910,7168.0,SF,1112.0,SINGLE FAM.RES.-LAND,7168,0.165,A 
R0013918,35043.0,SF,1112.0,SINGLE FAM.RES.-LAND,35043,0.804,A 
R0013919,7832.0,SF,1112.0,SINGLE FAM.RES.-LAND,7832,0.18,A 
R0013922,7589.0,SF,1112.0,SINGLE FAM.RES.-LAND,7589,0.174,A 
R0013924,7710.0,SF,1112.0,SINGLE FAM.RES.-LAND,7710,0.177,A 
R0013927,7171.0,SF,1112.0,SINGLE FAM.RES.-LAND,7171,0.165,A 
R0013928,7733.0,SF,1112.0,SINGLE FAM.RES.-LAND,7733,0.178,A 
R0013932,7230.0,SF,1112.0,SINGLE FAM.RES.-LAND,7230,0.166,A 
R0013935,7051.0,SF,1112.0,SINGLE FAM.RES.-LAND,7051,0.162,A 
R0013937,7142.0,SF,1112.0,SINGLE FAM.RES.-LAND,7142,0.164,A 
R0013939,8420.0,SF,1112.0,SINGLE FAM.RES.-LAND,8420,0.193,A 
R0013941,7802.0,SF,1112.0,SINGLE FAM.RES.-LAND,7802,0.179,A 
R0013942,7660.0,SF,1112.0,SINGLE FAM.RES.-LAND,7660,0.176,A 
R0013944,7445.0,SF,1112.0,SINGLE FAM.RES.-LAND,7445,0.171,A 
R0013946,8249.0,SF,1112.0,SINGLE FAM.RES.-LAND,8249,0.189,A 
