strap,tax_yr,bldAcutalVal,LandAcutalVal,xfActualVal,totalActualVal,landAssessedVal,bldAssessedVal,xfAssessedVal,totalAssessedVal,status_cd
R0011231,2021,154200,367100,,521300,26248.0,11025.0,,37273,A 
R0011235,2021,129500,775000,,904500,55413.0,9259.0,,64672,A 
R0011242,2021,225200,459400,,684600,32847.0,16102.0,,48949,A 
R0011246,2021,202200,373900,,576100,26734.0,14457.0,,41191,A 
R0011247,2021,406100,477000,,883100,34106.0,29036.0,,63142,A 
R0011249,2021,331500,556300,,887800,39775.0,23702.0,,63477,A 
R0011250,2021,575100,653500,,1228600,46725.0,41120.0,,87845,A 
R0011251,2021,228900,413700,,642600,29580.0,16366.0,,45946,A 
R0011252,2021,119200,441100,,560300,31539.0,8523.0,,40062,A 
R0011255,2021,117000,689400,,806400,49292.0,8366.0,,57658,A 
R0011256,2021,273700,633400,,907100,45288.0,19570.0,,64858,A 
R0011257,2021,70930,638370,,709300,45643.0,5071.0,,50714,A 
R0011258,2021,111800,442100,,553900,31610.0,7994.0,,39604,A 
R0011259,2021,163500,446900,,610400,31953.0,11690.0,,43643,A 
R0011260,2021,364700,651100,,1015800,46554.0,26076.0,,72630,A 
R0011261,2021,219500,413700,,633200,29580.0,15694.0,,45274,A 
R0011264,2021,846100,792800,,1638900,56685.0,60496.0,,117181,A 
R0011265,2021,218600,614200,,832800,43915.0,15630.0,,59545,A 
R0011268,2021,170400,360900,,531300,25804.0,12184.0,,37988,A 
R0011269,2021,153100,727000,,880100,51981.0,10947.0,,62928,A 
R0011270,2021,165900,656700,,822600,46954.0,11862.0,,58816,A 
R0011271,2021,182600,370200,,552800,26469.0,13056.0,,39525,A 
R0011272,2021,128600,369300,,497900,26405.0,9195.0,,35600,A 
R0011274,2021,77400,646800,,724200,46246.0,5534.0,,51780,A 
R0011278,2021,253700,438800,,692500,31374.0,18140.0,,49514,A 
R0011279,2021,175500,421700,,597200,30152.0,12548.0,,42700,A 
R0011280,2021,612100,377600,,989700,26998.0,43765.0,,70763,A 
R0011289,2021,268200,480500,,748700,34356.0,19176.0,,53532,A 
R0011291,2021,176900,781900,,958800,55906.0,12648.0,,68554,A 
R0011297,2021,250900,371000,,621900,26527.0,17939.0,,44466,A 
R0011305,2021,354400,455400,,809800,32561.0,25340.0,,57901,A 
R0011306,2021,271500,363200,,634700,25969.0,19412.0,,45381,A 
R0011308,2021,333100,652100,,985200,46625.0,23817.0,,70442,A 
R0011316,2021,147800,387400,,535200,27699.0,10568.0,,38267,A 
R0011317,2021,470300,389600,,859900,27856.0,33626.0,,61482,A 
R0011320,2021,184500,374500,,559000,26777.0,13192.0,,39969,A 
R0011321,2021,283400,685100,,968500,48985.0,20263.0,,69248,A 
R0011323,2021,196380,402600,,598980,28786.0,14041.0,,42827,A 
R0011324,2021,190600,433200,,623800,30974.0,13628.0,,44602,A 
R0011326,2021,224700,432200,,656900,30902.0,16066.0,,46968,A 
R0011327,2021,277900,452100,,730000,32325.0,19870.0,,52195,A 
R0011334,2021,221900,432000,,653900,30888.0,15866.0,,46754,A 
R0011336,2021,232600,375900,,608500,26877.0,16631.0,,43508,A 
R0011339,2021,827500,754200,,1581700,53925.0,59166.0,,113091,A 
R0011341,2021,598900,863000,,1461900,61705.0,42821.0,,104526,A 
R0011346,2021,889900,773000,,1662900,55270.0,63628.0,,118898,A 
R0011347,2021,781870,856800,,1638670,61261.0,55904.0,,117165,A 
R0011350,2021,975500,516000,,1491500,36894.0,69748.0,,106642,A 
R0011351,2021,244600,377600,,622200,26998.0,17489.0,,44487,A 
R0011356,2021,224900,374100,,599000,26748.0,16080.0,,42828,A 
R0011358,2021,181200,439200,,620400,31403.0,12956.0,,44359,A 
R0011363,2021,261600,452700,,714300,32368.0,18704.0,,51072,A 
R0011369,2021,124800,647200,,772000,46275.0,8923.0,,55198,A 
R0011370,2021,263500,374100,,637600,26748.0,18840.0,,45588,A 
R0011373,2021,208100,704300,,912400,50357.0,14879.0,,65236,A 
R0011374,2021,152500,458200,,610700,32761.0,10904.0,,43665,A 
R0011382,2021,95600,837700,,933300,59896.0,6835.0,,66731,A 
R0011384,2021,170600,443900,,614500,31739.0,12198.0,,43937,A 
R0011389,2021,98870,889830,,988700,63623.0,7069.0,,70692,A 
R0011390,2021,138500,807700,,946200,57751.0,9903.0,,67654,A 
R0011391,2021,317600,738900,,1056500,52831.0,22708.0,,75539,A 
R0011399,2021,391400,656400,,1047800,46933.0,27985.0,,74918,A 
R0011404,2021,141200,358500,,499700,25633.0,10096.0,,35729,A 
R0011408,2021,60170,541530,,601700,38719.0,4302.0,,43021,A 
R0011409,2021,293900,687200,,981100,49135.0,21014.0,,70149,A 
R0011411,2021,879900,693200,,1573100,49564.0,62913.0,,112477,A 
R0011416,2021,155300,526700,,682000,37659.0,11104.0,,48763,A 
R0011421,2021,110700,647100,,757800,46268.0,7915.0,,54183,A 
R0011424,2021,709300,1109700,,1819000,79344.0,50715.0,,130059,A 
R0011427,2021,202200,435000,,637200,31103.0,14457.0,,45560,A 
R0011428,2021,426700,652300,,1079000,46639.0,30509.0,,77148,A 
R0011430,2021,237900,391000,,628900,27957.0,17010.0,,44967,A 
R0011431,2021,161900,722800,,884700,51680.0,11576.0,,63256,A 
R0011433,2021,272400,432200,,704600,30902.0,19477.0,,50379,A 
R0011439,2021,322600,683300,,1005900,48856.0,23066.0,,71922,A 
R0011440,2021,175800,676400,,852200,48363.0,12570.0,,60933,A 
R0011442,2021,167800,429300,,597100,30695.0,11998.0,,42693,A 
R0011447,2021,180800,381500,,562300,27277.0,12927.0,,40204,A 
R0011448,2021,354800,525200,,880000,37552.0,25368.0,,62920,A 
R0011452,2021,481900,427900,,909800,30595.0,34456.0,,65051,A 
R0011454,2021,274100,661100,,935200,47269.0,19598.0,,66867,A 
R0011455,2021,430200,368000,,798200,26312.0,30759.0,,57071,A 
R0011456,2021,159300,316600,,475900,22637.0,11390.0,,34027,A 
R0011457,2021,316700,847600,,1164300,60603.0,22644.0,,83247,A 
R0011461,2021,322800,708700,,1031500,50672.0,23080.0,,73752,A 
R0011462,2021,186400,689100,,875500,49271.0,13328.0,,62599,A 
R0011463,2021,598000,847700,,1445700,60611.0,42757.0,,103368,A 
R0011467,2021,601900,792500,,1394400,56664.0,43036.0,,99700,A 
R0011469,2021,164300,491900,,656200,35171.0,11747.0,,46918,A 
R0011479,2021,249100,567400,,816500,40569.0,17811.0,,58380,A 
R0011481,2021,389300,508500,,897800,36358.0,27835.0,,64193,A 
R0011482,2021,404000,376100,,780100,26891.0,28886.0,,55777,A 
R0011483,2021,219500,371300,,590800,26548.0,15694.0,,42242,A 
R0011485,2021,348900,375400,,724300,26841.0,24946.0,,51787,A 
R0011486,2021,136900,767500,,904400,54876.0,9788.0,,64664,A 
R0011488,2021,261700,653600,,915300,46732.0,18712.0,,65444,A 
R0011489,2021,155100,757700,,912800,54176.0,11090.0,,65266,A 
R0011492,2021,314300,371400,,685700,26555.0,22472.0,,49027,A 
R0011494,2021,111200,439600,,550800,31431.0,7951.0,,39382,A 
R0011495,2021,236400,374700,,611100,26791.0,16903.0,,43694,A 
R0011498,2021,272500,405400,,677900,28986.0,19484.0,,48470,A 
R0011501,2021,175000,386400,,561400,27628.0,12513.0,,40141,A 
R0011506,2021,424400,406200,,830600,29043.0,30345.0,,59388,A 
R0011507,2021,268900,357800,,626700,25583.0,19226.0,,44809,A 
R0011511,2021,232700,365200,,597900,26112.0,16638.0,,42750,A 
R0011512,2021,744900,666300,,1411200,47640.0,53260.0,,100900,A 
R0011514,2021,189300,849000,,1038300,60704.0,13535.0,,74239,A 
R0011516,2021,135200,853500,,988700,61025.0,9667.0,,70692,A 
R0011519,2021,247300,372100,,619400,26605.0,17682.0,,44287,A 
R0011521,2021,118300,379100,,497400,27106.0,8458.0,,35564,A 
R0011528,2021,173400,360500,,533900,25776.0,12398.0,,38174,A 
R0011530,2021,171700,646500,,818200,46225.0,12277.0,,58502,A 
R0011531,2021,172000,382400,,554400,27342.0,12298.0,,39640,A 
R0011532,2021,384800,691200,,1076000,49421.0,27513.0,,76934,A 
R0011536,2021,917900,690800,,1608700,49392.0,65630.0,,115022,A 
R0011538,2021,241800,367700,,609500,26291.0,17289.0,,43580,A 
R0011545,2021,322800,370700,,693500,26505.0,23080.0,,49585,A 
R0011548,2021,285400,370600,,656000,26498.0,20406.0,,46904,A 
R0011549,2021,219600,370300,,589900,26476.0,15701.0,,42177,A 
R0011550,2021,207500,368700,,576200,26362.0,14836.0,,41198,A 
R0011552,2021,188000,410900,,598900,29379.0,13442.0,,42821,A 
R0011555,2021,66380,597420,,663800,42716.0,4746.0,,47462,A 
R0011557,2021,132500,773700,,906200,55320.0,9474.0,,64794,A 
R0011560,2021,144200,733700,,877900,52460.0,10310.0,,62770,A 
R0011562,2021,654200,885600,,1539800,63320.0,46775.0,,110095,A 
R0011563,2021,326800,778900,,1105700,55691.0,23366.0,,79057,A 
R0011566,2021,422500,784600,,1207100,56099.0,30209.0,,86308,A 
R0011567,2021,457600,1061800,,1519400,75919.0,32718.0,,108637,A 
R0011568,2021,269300,1181800,,1451100,84499.0,19255.0,,103754,A 
R0011569,2021,656600,1151500,,1808100,82332.0,46947.0,,129279,A 
R0011579,2021,288500,1057900,,1346400,75640.0,20628.0,,96268,A 
R0011580,2021,308700,371200,,679900,26541.0,22072.0,,48613,A 
R0011581,2021,123700,428500,,552200,30638.0,8845.0,,39483,A 
R0011584,2021,173300,611400,,784700,43715.0,12391.0,,56106,A 
R0011599,2021,182600,648200,,830800,46346.0,13056.0,,59402,A 
R0011603,2021,150900,738100,,889000,52774.0,10789.0,,63563,A 
R0011604,2021,334300,699500,,1033800,50014.0,23902.0,,73916,A 
R0011608,2021,195100,372900,,568000,26662.0,13950.0,,40612,A 
R0011611,2021,274500,588900,,863400,42106.0,19627.0,,61733,A 
R0011612,2021,358700,722200,,1080900,51637.0,25647.0,,77284,A 
R0011615,2021,69670,627030,,696700,44833.0,4981.0,,49814,A 
R0011617,2021,118900,661900,,780800,47326.0,8501.0,,55827,A 
R0011620,2021,265600,432200,,697800,30902.0,18990.0,,49892,A 
R0011625,2021,238400,416600,,655000,29787.0,17046.0,,46833,A 
R0011631,2021,124600,451100,,575700,32254.0,8909.0,,41163,A 
R0011634,2021,105400,394000,,499400,28171.0,7536.0,,35707,A 
R0011635,2021,167200,444300,,611500,31767.0,11955.0,,43722,A 
R0011638,2021,195800,661900,,857700,47326.0,14000.0,,61326,A 
R0011639,2021,227000,390400,,617400,27914.0,16231.0,,44145,A 
R0011647,2021,231600,364800,,596400,26083.0,16559.0,,42642,A 
R0011648,2021,124400,361200,,485600,25826.0,8895.0,,34721,A 
R0011650,2021,104700,360000,,464700,25740.0,7486.0,,33226,A 
R0011651,2021,147700,379800,,527500,27156.0,10561.0,,37717,A 
R0011652,2021,232100,416600,,648700,29787.0,16595.0,,46382,A 
R0011653,2021,216300,372100,,588400,26605.0,15465.0,,42070,A 
R0011654,2021,153400,376200,,529600,26898.0,10968.0,,37866,A 
R0011655,2021,104000,371200,,475200,26541.0,7436.0,,33977,A 
R0011656,2021,198100,365400,,563500,26126.0,14164.0,,40290,A 
R0011657,2021,194600,375200,,569800,26827.0,13914.0,,40741,A 
R0011658,2021,155900,359400,,515300,25697.0,11147.0,,36844,A 
R0011659,2021,108900,400600,,509500,28643.0,7786.0,,36429,A 
R0011660,2021,147300,414300,,561600,29622.0,10532.0,,40154,A 
R0011661,2021,215200,380800,,596000,27227.0,15387.0,,42614,A 
R0011662,2021,172800,395300,,568100,28264.0,12355.0,,40619,A 
R0011663,2021,184200,363500,,547700,25990.0,13170.0,,39160,A 
R0011665,2021,182100,380700,,562800,27220.0,13020.0,,40240,A 
R0011666,2021,331500,682800,,1014300,48820.0,23702.0,,72522,A 
R0011667,2021,77200,658600,,735800,47090.0,5520.0,,52610,A 
R0011670,2021,159700,363000,,522700,25955.0,11419.0,,37374,A 
R0011671,2021,162200,358400,,520600,25626.0,11597.0,,37223,A 
R0011672,2021,205400,358600,,564000,25640.0,14686.0,,40326,A 
R0011673,2021,224000,571000,,795000,40827.0,16016.0,,56843,A 
R0011674,2021,1877,168930,,170807,12078.0,134.0,,12212,A 
R0011677,2021,673200,655000,,1328200,46833.0,48134.0,,94967,A 
R0011679,2021,275900,665500,,941400,47583.0,19727.0,,67310,A 
R0011680,2021,103700,597700,,701400,42736.0,7415.0,,50151,A 
R0011682,2021,103400,652100,,755500,46625.0,7394.0,,54019,A 
R0011683,2021,241200,653000,,894200,46690.0,17246.0,,63936,A 
R0011684,2021,141800,648600,,790400,46375.0,10139.0,,56514,A 
R0011685,2021,69610,626490,,696100,44794.0,4977.0,,49771,A 
R0011686,2021,68580,617220,,685800,44131.0,4903.0,,49034,A 
R0011687,2021,69190,622710,,691900,44524.0,4947.0,,49471,A 
R0011688,2021,128800,406400,,535200,29058.0,9209.0,,38267,A 
R0011689,2021,122500,388000,,510500,27742.0,8759.0,,36501,A 
R0011690,2021,131700,365300,,497000,26119.0,9417.0,,35536,A 
R0011691,2021,147400,365500,,512900,26133.0,10539.0,,36672,A 
R0011692,2021,130100,368200,,498300,26326.0,9302.0,,35628,A 
R0011694,2021,708000,648800,,1356800,46389.0,50622.0,,97011,A 
R0011696,2021,78200,703800,,782000,50322.0,5591.0,,55913,A 
R0011697,2021,79200,712800,,792000,50965.0,5663.0,,56628,A 
R0011698,2021,121900,643400,,765300,46003.0,8716.0,,54719,A 
R0011699,2021,153100,452500,,605600,32354.0,10947.0,,43301,A 
R0011700,2021,125300,365800,,491100,26155.0,8959.0,,35114,A 
R0011707,2021,86500,410300,,496800,29336.0,6185.0,,35521,A 
R0011708,2021,265700,427800,,693500,30588.0,18998.0,,49586,A 
R0011711,2021,1344600,854100,,2198700,61068.0,96139.0,,157207,A 
R0011712,2021,197500,378800,,576300,27084.0,14121.0,,41205,A 
R0011713,2021,437600,720700,,1158300,51530.0,31288.0,,82818,A 
R0011714,2021,287700,369500,,657200,26419.0,20571.0,,46990,A 
R0011717,2021,333100,368900,,702000,26376.0,23817.0,,50193,A 
R0011718,2021,445500,491700,,937200,35157.0,31853.0,,67010,A 
R0011719,2021,399000,375800,,774800,26870.0,28529.0,,55399,A 
R0011721,2021,551000,850900,,1401900,60839.0,39397.0,,100236,A 
R0011725,2021,299500,899200,,1198700,64293.0,21414.0,,85707,A 
R0011728,2021,260100,404600,,664700,28929.0,18597.0,,47526,A 
R0011729,2021,197700,365300,,563000,26119.0,14136.0,,40255,A 
R0011730,2021,132600,377200,,509800,26970.0,9481.0,,36451,A 
R0011731,2021,201400,331400,,532800,23695.0,14400.0,,38095,A 
R0011732,2021,213700,389200,,602900,27828.0,15280.0,,43108,A 
R0011734,2021,405500,398700,,804200,28507.0,28993.0,,57500,A 
R0011735,2021,204700,651800,,856500,46604.0,14636.0,,61240,A 
R0011737,2021,293000,962000,,1255000,68783.0,20950.0,,89733,A 
R0011738,2021,67980,611820,,679800,43745.0,4861.0,,48606,A 
R0011739,2021,77990,701910,,779900,50187.0,5576.0,,55763,A 
R0011741,2021,80400,667500,,747900,47726.0,5749.0,,53475,A 
R0011742,2021,280700,422500,,703200,30209.0,20070.0,,50279,A 
R0011744,2021,275300,655100,,930400,46840.0,19684.0,,66524,A 
R0011747,2021,251200,333400,,584600,23838.0,17961.0,,41799,A 
R0011748,2021,95700,335800,,431500,24010.0,6843.0,,30853,A 
R0011749,2021,232600,376900,,609500,26948.0,16631.0,,43579,A 
R0011750,2021,154400,856000,,1010400,61204.0,11040.0,,72244,A 
R0011757,2021,298200,411200,,709400,29401.0,21321.0,,50722,A 
R0011758,2021,321200,463100,,784300,33112.0,22966.0,,56078,A 
R0011762,2021,323500,435900,,759400,31167.0,23130.0,,54297,A 
R0011763,2021,264100,938500,,1202600,67103.0,18883.0,,85986,A 
R0011770,2021,333000,384800,,717800,27513.0,23810.0,,51323,A 
R0011772,2021,138400,497800,,636200,35593.0,9896.0,,45489,A 
R0011775,2021,320200,427500,,747700,30566.0,22894.0,,53460,A 
R0011778,2021,513400,1049800,,1563200,75061.0,36708.0,,111769,A 
R0011781,2021,109100,646300,,755400,46210.0,7801.0,,54011,A 
R0011783,2021,219500,367300,,586800,26262.0,15694.0,,41956,A 
R0011784,2021,279800,426100,,705900,30466.0,20006.0,,50472,A 
R0011786,2021,161000,670100,,831100,47912.0,11512.0,,59424,A 
R0011794,2021,188400,426000,,614400,30459.0,13471.0,,43930,A 
R0011798,2021,305900,337300,,643200,24117.0,21872.0,,45989,A 
R0011800,2021,254200,748500,,1002700,53518.0,18175.0,,71693,A 
R0011805,2021,307100,434100,,741200,31038.0,21958.0,,52996,A 
R0011808,2021,337800,405400,,743200,28986.0,24153.0,,53139,A 
R0011810,2021,233500,372000,,605500,26598.0,16695.0,,43293,A 
R0011812,2021,246100,375100,,621200,26820.0,17596.0,,44416,A 
R0011813,2021,249200,672100,,921300,48055.0,17818.0,,65873,A 
R0011817,2021,200600,409600,,610200,29286.0,14343.0,,43629,A 
R0011818,2021,337500,429500,,767000,30709.0,24131.0,,54840,A 
R0011820,2021,638400,651200,,1289600,46561.0,45646.0,,92207,A 
R0011821,2021,304300,530000,,834300,37895.0,21757.0,,59652,A 
R0011823,2021,79540,715860,,795400,51184.0,5687.0,,56871,A 
R0011826,2021,743500,882400,,1625900,63092.0,53160.0,,116252,A 
R0011828,2021,192800,363400,,556200,25983.0,13785.0,,39768,A 
R0011832,2021,232160,649300,,881460,46425.0,16599.0,,63024,A 
R0011835,2021,658500,895600,,1554100,64035.0,47083.0,,111118,A 
R0011838,2021,234100,374800,,608900,26798.0,16738.0,,43536,A 
R0011840,2021,209900,422700,,632600,30223.0,15008.0,,45231,A 
R0011844,2021,272200,734000,,1006200,52481.0,19462.0,,71943,A 
R0011846,2021,143000,458200,,601200,32761.0,10225.0,,42986,A 
R0011850,2021,493100,609200,,1102300,43558.0,35257.0,,78815,A 
R0011851,2021,255500,385100,,640600,27535.0,18268.0,,45803,A 
R0011853,2021,790800,810000,,1600800,57915.0,56542.0,,114457,A 
R0011855,2021,264000,434200,,698200,31045.0,18876.0,,49921,A 
R0011862,2021,2067900,1225200,,3293100,87602.0,147855.0,,235457,A 
R0011863,2021,601000,393800,,994800,28157.0,42972.0,,71129,A 
R0011865,2021,340400,646800,,987200,46246.0,24339.0,,70585,A 
R0011870,2021,149100,417300,,566400,29837.0,10661.0,,40498,A 
R0011871,2021,224400,371500,,595900,26562.0,16045.0,,42607,A 
R0011872,2021,234600,377200,,611800,26970.0,16774.0,,43744,A 
R0011873,2021,133000,366600,,499600,26212.0,9510.0,,35722,A 
R0011874,2021,67510,607590,,675100,43443.0,4827.0,,48270,A 
R0011875,2021,316400,604600,,921000,43229.0,22623.0,,65852,A 
R0011881,2021,360800,754500,,1115300,53947.0,25797.0,,79744,A 
R0011883,2021,141500,727000,,868500,51981.0,10117.0,,62098,A 
R0011884,2021,145500,378700,,524200,27077.0,10403.0,,37480,A 
R0011889,2021,164500,468600,,633100,33505.0,11762.0,,45267,A 
R0011898,2021,304800,377200,,682000,26970.0,21793.0,,48763,A 
R0011900,2021,133900,405700,,539600,29008.0,9574.0,,38582,A 
R0011901,2021,240800,400500,,641300,28636.0,17217.0,,45853,A 
R0011908,2021,257200,379600,,636800,27141.0,18390.0,,45531,A 
R0011911,2021,213000,410300,,623300,29336.0,15230.0,,44566,A 
R0011915,2021,273600,883700,,1157300,63185.0,19562.0,,82747,A 
R0011917,2021,161800,663400,,825200,47433.0,11569.0,,59002,A 
R0011919,2021,235200,373000,,608200,26670.0,16817.0,,43487,A 
R0011921,2021,298400,685200,,983600,48992.0,21336.0,,70328,A 
R0011924,2021,112100,438000,,550100,31317.0,8015.0,,39332,A 
R0011927,2021,183000,473800,,656800,33877.0,13085.0,,46962,A 
R0011930,2021,167200,436600,,603800,31217.0,11955.0,,43172,A 
R0011932,2021,164000,693800,,857800,49607.0,11726.0,,61333,A 
R0011934,2021,93100,637500,,730600,45581.0,6657.0,,52238,A 
R0011942,2021,256730,334200,,590930,23895.0,18356.0,,42251,A 
R0011944,2021,127100,650300,,777400,46496.0,9088.0,,55584,A 
R0011947,2021,283300,440500,,723800,31496.0,20256.0,,51752,A 
R0011953,2021,207600,336800,,544400,24081.0,14843.0,,38924,A 
R0011955,2021,171000,368300,,539300,26333.0,12227.0,,38560,A 
R0011965,2021,232450,394500,,626950,28207.0,16620.0,,44827,A 
R0011966,2021,71320,641880,,713200,45894.0,5099.0,,50993,A 
R0011974,2021,346500,377100,,723600,26963.0,24775.0,,51738,A 
R0011975,2021,67720,609480,,677200,43578.0,4842.0,,48420,A 
R0011980,2021,142500,473300,,615800,33841.0,10189.0,,44030,A 
R0011981,2021,274000,645100,,919100,46125.0,19591.0,,65716,A 
R0011982,2021,66220,595980,,662200,42613.0,4735.0,,47348,A 
R0011984,2021,177200,428000,,605200,30602.0,12670.0,,43272,A 
R0011988,2021,400100,418900,,819000,29951.0,28607.0,,58558,A 
R0011992,2021,373300,412700,,786000,29508.0,26691.0,,56199,A 
R0011994,2021,246700,1151300,,1398000,82318.0,17639.0,,99957,A 
R0011997,2021,309200,382700,,691900,27363.0,22108.0,,49471,A 
R0011999,2021,222800,655900,,878700,46897.0,15930.0,,62827,A 
R0012000,2021,294600,684200,,978800,48920.0,21064.0,,69984,A 
R0012004,2021,865900,1032400,,1898300,73817.0,61912.0,,135729,A 
R0012007,2021,286500,372200,,658700,26612.0,20485.0,,47097,A 
R0012009,2021,260500,379100,,639600,27106.0,18626.0,,45732,A 
R0012013,2021,198600,374900,,573500,26805.0,14200.0,,41005,A 
R0012015,2021,126400,649000,,775400,46404.0,9038.0,,55442,A 
R0012020,2021,721800,372800,,1094600,26655.0,51609.0,,78264,A 
R0012021,2021,77200,639100,,716300,45696.0,5520.0,,51216,A 
R0012023,2021,73460,661140,,734600,47272.0,5252.0,,52524,A 
R0012026,2021,70380,633420,,703800,45290.0,5032.0,,50322,A 
R0012028,2021,340800,780600,,1121400,55813.0,24367.0,,80180,A 
R0012030,2021,198900,379700,,578600,27149.0,14221.0,,41370,A 
R0012033,2021,217600,469200,,686800,33548.0,15558.0,,49106,A 
R0012035,2021,69530,625770,,695300,44743.0,4971.0,,49714,A 
R0012036,2021,73340,660060,,733400,47194.0,5244.0,,52438,A 
R0012038,2021,335000,473400,,808400,33848.0,23953.0,,57801,A 
R0012041,2021,253400,363800,,617200,26012.0,18118.0,,44130,A 
R0012042,2021,414300,393100,,807400,28107.0,29622.0,,57729,A 
R0012045,2021,255100,374500,,629600,26777.0,18240.0,,45017,A 
R0012046,2021,183800,403900,,587700,28879.0,13142.0,,42021,A 
R0012047,2021,344800,744800,,1089600,53253.0,24653.0,,77906,A 
R0012049,2021,551000,672000,,1223000,48048.0,39397.0,,87445,A 
R0012050,2021,136400,427400,,563800,30559.0,9753.0,,40312,A 
R0012052,2021,70930,638370,,709300,45643.0,5071.0,,50714,A 
R0012053,2021,205800,371000,,576800,26527.0,14715.0,,41242,A 
R0012054,2021,391300,449100,,840400,32111.0,27978.0,,60089,A 
R0012060,2021,423300,813800,,1237100,58187.0,30266.0,,88453,A 
R0012062,2021,116800,674200,,791000,48205.0,8351.0,,56556,A 
R0012063,2021,292000,412400,,704400,29487.0,20878.0,,50365,A 
R0012066,2021,67720,609480,,677200,43578.0,4842.0,,48420,A 
R0012068,2021,253000,335400,,588400,23981.0,18090.0,,42071,A 
R0012074,2021,212800,680300,,893100,48641.0,15215.0,,63856,A 
R0012078,2021,426700,376700,,803400,26934.0,30509.0,,57443,A 
R0012080,2021,215000,536700,,751700,38374.0,15373.0,,53747,A 
R0012085,2021,414300,672400,,1086700,48077.0,29622.0,,77699,A 
R0012086,2021,463500,518700,,982200,37087.0,33140.0,,70227,A 
R0012089,2021,342500,376200,,718700,26898.0,24489.0,,51387,A 
R0012090,2021,355700,777000,,1132700,55556.0,25433.0,,80989,A 
R0012091,2021,114100,653400,,767500,46718.0,8158.0,,54876,A 
R0012092,2021,236300,644900,,881200,46110.0,16895.0,,63005,A 
R0012097,2021,498000,649500,,1147500,46439.0,35607.0,,82046,A 
R0012098,2021,179300,431600,,610900,30859.0,12820.0,,43679,A 
R0012100,2021,183100,434000,,617100,31031.0,13092.0,,44123,A 
R0012105,2021,149900,435200,,585100,31117.0,10718.0,,41835,A 
R0012106,2021,272500,647300,,919800,46282.0,19484.0,,65766,A 
R0012110,2021,199830,375900,,575730,26877.0,14288.0,,41165,A 
R0012114,2021,137900,444400,,582300,31775.0,9860.0,,41635,A 
R0012115,2021,97600,483300,,580900,34556.0,6978.0,,41534,A 
R0012116,2021,386100,437800,,823900,31303.0,27606.0,,58909,A 
R0012117,2021,289400,369100,,658500,26391.0,20692.0,,47083,A 
R0012130,2021,305400,364900,,670300,26090.0,21836.0,,47926,A 
R0012131,2021,251900,371600,,623500,26569.0,18011.0,,44580,A 
R0012132,2021,310500,501200,,811700,35836.0,22201.0,,58037,A 
R0012133,2021,236800,426700,,663500,30509.0,16931.0,,47440,A 
R0012136,2021,214400,433300,,647700,30981.0,15330.0,,46311,A 
R0012137,2021,242700,628800,,871500,44959.0,17353.0,,62312,A 
R0012143,2021,63910,575190,,639100,41126.0,4570.0,,45696,A 
R0012144,2021,253900,414800,,668700,29658.0,18154.0,,47812,A 
R0012148,2021,401600,817900,,1219500,58480.0,28714.0,,87194,A 
R0012155,2021,177900,371400,,549300,26555.0,12720.0,,39275,A 
R0012158,2021,128500,371300,,499800,26548.0,9188.0,,35736,A 
R0012159,2021,297600,372200,,669800,26612.0,21278.0,,47890,A 
R0012160,2021,415000,369800,,784800,26441.0,29673.0,,56114,A 
R0012162,2021,174700,639300,,814000,45710.0,12491.0,,58201,A 
R0012163,2021,356400,736400,,1092800,52653.0,25483.0,,78136,A 
R0012165,2021,134900,646900,,781800,46253.0,9645.0,,55898,A 
R0012168,2021,361200,455300,,816500,32554.0,25826.0,,58380,A 
R0012169,2021,223900,372600,,596500,26641.0,16009.0,,42650,A 
R0012173,2021,285400,381200,,666600,27256.0,20406.0,,47662,A 
R0012174,2021,312500,402800,,715300,28800.0,22344.0,,51144,A 
R0012175,2021,323700,380400,,704100,27199.0,23145.0,,50344,A 
R0012176,2021,318100,426500,,744600,30495.0,22744.0,,53239,A 
R0012177,2021,145300,658000,,803300,47047.0,10389.0,,57436,A 
R0012182,2021,109900,407800,,517700,29158.0,7858.0,,37016,A 
R0012183,2021,131900,409700,,541600,29294.0,9431.0,,38725,A 
R0012184,2021,181300,374500,,555800,26777.0,12963.0,,39740,A 
R0012185,2021,101484,101484,,202968,7256.0,7256.0,,14512,A 
R0012186,2021,181100,380900,,562000,27234.0,12949.0,,40183,A 
R0012187,2021,328180,404200,,732380,28900.0,23465.0,,52365,A 
R0012188,2021,187500,368600,,556100,26355.0,13406.0,,39761,A 
R0012190,2021,161200,431900,,593100,30881.0,11526.0,,42407,A 
R0012191,2021,357400,396800,,754200,28371.0,25554.0,,53925,A 
R0012192,2021,185800,430700,,616500,30795.0,13285.0,,44080,A 
R0012195,2021,185400,366600,,552000,26212.0,13256.0,,39468,A 
R0012196,2021,178200,384800,,563000,27513.0,12741.0,,40254,A 
R0012200,2021,248700,700600,,949300,50093.0,17782.0,,67875,A 
R0012203,2021,1289900,980800,,2270700,70127.0,92228.0,,162355,A 
R0012210,2021,648700,646200,,1294900,46203.0,46382.0,,92585,A 
R0012217,2021,220100,429000,,649100,30674.0,15737.0,,46411,A 
R0012220,2021,216600,372900,,589500,26662.0,15487.0,,42149,A 
R0012221,2021,166500,388200,,554700,27756.0,11905.0,,39661,A 
R0012222,2021,1146800,1491100,,2637900,106614.0,81996.0,,188610,A 
