strap,tax_yr,bldAcutalVal,LandAcutalVal,xfActualVal,totalActualVal,landAssessedVal,bldAssessedVal,xfAssessedVal,totalAssessedVal,status_cd
R0603859,2021,451200,183600,,634800,13127.0,32261.0,,45388,A 
R0603860,2021,38130,32800,,70930,2345.0,2726.0,,5071,A 
R0603864,2021,316700,33100,,349800,2367.0,22644.0,,25011,A 
R0603865,2021,309600,33300,,342900,2381.0,22136.0,,24517,A 
R0603866,2021,306200,33400,,339600,2388.0,21893.0,,24281,A 
R0603867,2021,274400,34100,,308500,2438.0,19620.0,,22058,A 
R0603868,2021,394300,40000,,434300,2860.0,28192.0,,31052,A 
R0603871,2021,783390,472300,,1255690,33769.0,56012.0,,89781,A 
R0603903,2021,507800,230800,,738600,16502.0,36308.0,,52810,A 
R0603906,2021,491600,213800,,705400,15287.0,35149.0,,50436,A 
R0603907,2021,497600,213800,,711400,15287.0,35578.0,,50865,A 
R0603909,2021,487700,213800,,701500,15287.0,34871.0,,50158,A 
R0603911,2021,509400,214000,,723400,15301.0,36422.0,,51723,A 
R0604010,2021,404200,74100,,478300,5298.0,28900.0,,34198,A 
R0604011,2021,478600,76400,,555000,5463.0,34220.0,,39683,A 
R0604012,2021,407800,63600,,471400,4547.0,29158.0,,33705,A 
R0604013,2021,505000,75800,,580800,5420.0,36108.0,,41528,A 
R0604014,2021,467300,74100,,541400,5298.0,33412.0,,38710,A 
R0604015,2021,513600,97100,,610700,6943.0,36722.0,,43665,A 
R0604016,2021,478500,76200,,554700,5448.0,34213.0,,39661,A 
R0604017,2021,399700,62700,,462400,4483.0,28579.0,,33062,A 
R0604019,2021,434500,77000,,511500,5506.0,31067.0,,36573,A 
R0604020,2021,404900,76500,,481400,5470.0,28950.0,,34420,A 
R0604022,2021,399400,62100,,461500,4440.0,28557.0,,32997,A 
R0604023,2021,399400,62100,,461500,4440.0,28557.0,,32997,A 
R0604024,2021,474900,69500,,544400,4969.0,33955.0,,38924,A 
R0604025,2021,433100,73300,,506400,5241.0,30967.0,,36208,A 
R0604026,2021,475800,71100,,546900,5084.0,34020.0,,39104,A 
R0604027,2021,401800,67600,,469400,4833.0,28729.0,,33562,A 
R0604029,2021,402800,70100,,472900,5012.0,28800.0,,33812,A 
R0604030,2021,461500,67200,,528700,4805.0,32997.0,,37802,A 
R0604031,2021,405200,62100,,467300,4440.0,28972.0,,33412,A 
R0604032,2021,427900,62600,,490500,4476.0,30595.0,,35071,A 
R0604033,2021,460500,62500,,523000,4469.0,32926.0,,37395,A 
R0604034,2021,408300,64700,,473000,4626.0,29193.0,,33819,A 
R0604036,2021,404900,58400,,463300,4176.0,28950.0,,33126,A 
R0604037,2021,400900,65200,,466100,4662.0,28664.0,,33326,A 
R0604038,2021,435400,80100,,515500,5727.0,31131.0,,36858,A 
R0604039,2021,508800,83600,,592400,5977.0,36379.0,,42356,A 
R0604040,2021,433500,74400,,507900,5320.0,30995.0,,36315,A 
R0604041,2021,467900,75400,,543300,5391.0,33455.0,,38846,A 
R0604043,2021,408900,62000,,470900,4433.0,29236.0,,33669,A 
R0604057,2021,80410,723690,,804100,51744.0,5749.0,,57493,A 
R0604064,2021,99140,892260,,991400,63797.0,7089.0,,70886,A 
R0604072,2021,431500,98100,,529600,7014.0,30852.0,,37866,A 
R0604074,2021,468000,98100,,566100,7014.0,33462.0,,40476,A 
R0604076,2021,449500,98100,,547600,7014.0,32139.0,,39153,A 
R0604077,2021,495800,109500,,605300,7829.0,35450.0,,43279,A 
R0604078,2021,470500,101100,,571600,7229.0,33641.0,,40870,A 
R0604079,2021,438800,101100,,539900,7229.0,31374.0,,38603,A 
R0604080,2021,476400,101100,,577500,7229.0,34063.0,,41292,A 
R0604100,2021,559300,193500,,752800,13835.0,39990.0,,53825,A 
R0604101,2021,494400,412100,,906500,29465.0,35350.0,,64815,A 
R0604106,2021,168500,734700,,903200,52531.0,12048.0,,64579,A 
R0604107,2021,382000,780300,,1162300,55791.0,27313.0,,83104,A 
R0604108,2021,328800,780300,,1109100,55791.0,23509.0,,79300,A 
R0604109,2021,412200,780200,,1192400,55784.0,29472.0,,85256,A 
R0604110,2021,383100,675700,,1058800,48313.0,27392.0,,75705,A 
R0604111,2021,375000,675700,,1050700,48313.0,26813.0,,75126,A 
R0604112,2021,342500,655300,,997800,46854.0,24489.0,,71343,A 
R0604115,2021,379100,633600,,1012700,45302.0,27106.0,,72408,A 
R0604116,2021,387800,656100,,1043900,46911.0,27728.0,,74639,A 
R0604117,2021,376800,656100,,1032900,46911.0,26941.0,,73852,A 
R0604118,2021,472000,656100,,1128100,46911.0,33748.0,,80659,A 
R0604121,2021,296300,635200,,931500,45417.0,21185.0,,66602,A 
R0604122,2021,127761,127761,,255522,9135.0,9135.0,,18270,A 
R0604125,2021,463600,730600,,1194200,52238.0,33147.0,,85385,A 
R0604126,2021,404400,707900,,1112300,50615.0,28915.0,,79530,A 
R0604127,2021,398900,656000,,1054900,46904.0,28521.0,,75425,A 
R0604128,2021,300500,646800,,947300,46246.0,21486.0,,67732,A 
R0604129,2021,383100,654700,,1037800,46811.0,27392.0,,74203,A 
R0604131,2021,426700,698400,,1125100,49936.0,30509.0,,80445,A 
R0604133,2021,353000,699300,,1052300,50000.0,25240.0,,75240,A 
R0604134,2021,430000,700000,,1130000,50050.0,30745.0,,80795,A 
R0604136,2021,432200,700400,,1132600,50079.0,30902.0,,80981,A 
R0604137,2021,363100,731200,,1094300,52281.0,25962.0,,78243,A 
R0604146,2021,484200,93400,,577600,6678.0,34620.0,,41298,A 
R0604147,2021,438600,84000,,522600,6006.0,31360.0,,37366,A 
R0604148,2021,465900,81300,,547200,5813.0,33312.0,,39125,A 
R0604149,2021,450800,84800,,535600,6063.0,32232.0,,38295,A 
R0604150,2021,455300,93500,,548800,6685.0,32554.0,,39239,A 
R0604151,2021,437600,81200,,518800,5806.0,31288.0,,37094,A 
R0604152,2021,426900,88200,,515100,6306.0,30523.0,,36829,A 
R0604153,2021,446700,95200,,541900,6807.0,31939.0,,38746,A 
R0604154,2021,478100,106400,,584500,7608.0,34184.0,,41792,A 
R0604155,2021,462200,104200,,566400,7450.0,33047.0,,40497,A 
R0604157,2021,460500,139500,,600000,9974.0,32926.0,,42900,A 
R0604160,2021,478500,109800,,588300,7851.0,34213.0,,42064,A 
R0604161,2021,440600,105400,,546000,7536.0,31503.0,,39039,A 
R0604162,2021,459200,108400,,567600,7751.0,32833.0,,40584,A 
R0604163,2021,447300,100100,,547400,7157.0,31982.0,,39139,A 
R0604164,2021,445000,85800,,530800,6135.0,31818.0,,37953,A 
R0604201,2021,747500,71800,,819300,5134.0,53446.0,,58580,A 
R0604278,2021,750000,361100,,1111100,25819.0,53625.0,,79444,A 
R0604279,2021,647700,334100,,981800,23888.0,46311.0,,70199,A 
R0604281,2021,81520,333000,,414520,23810.0,5829.0,,29639,A 
R0604282,2021,768900,385800,,1154700,27585.0,54976.0,,82561,A 
R0604284,2021,689500,411700,,1101200,29437.0,49299.0,,78736,A 
R0604286,2021,609000,383800,,992800,27442.0,43544.0,,70986,A 
R0604288,2021,893300,282100,,1175400,20170.0,63871.0,,84041,A 
R0604291,2021,390100,119900,,510000,8573.0,27892.0,,36465,A 
R0604292,2021,436800,87900,,524700,6285.0,31231.0,,37516,A 
R0604296,2021,405700,97300,,503000,6957.0,29008.0,,35965,A 
R0604298,2021,471800,102100,,573900,7300.0,33734.0,,41034,A 
R0604299,2021,405900,83100,,489000,5942.0,29022.0,,34964,A 
R0604301,2021,440300,86400,,526700,6178.0,31481.0,,37659,A 
R0604302,2021,488900,101200,,590100,7236.0,34956.0,,42192,A 
R0604303,2021,443900,81800,,525700,5849.0,31739.0,,37588,A 
R0604304,2021,405900,82800,,488700,5920.0,29022.0,,34942,A 
R0604305,2021,444200,82900,,527100,5927.0,31760.0,,37687,A 
R0604306,2021,439300,83000,,522300,5935.0,31410.0,,37345,A 
R0604307,2021,443800,81600,,525400,5834.0,31732.0,,37566,A 
R0604308,2021,404800,78000,,482800,5577.0,28943.0,,34520,A 
R0604309,2021,690000,412700,,1102700,29508.0,49335.0,,78843,A 
R0604310,2021,442600,77800,,520400,5563.0,31646.0,,37209,A 
R0604311,2021,438200,79200,,517400,5663.0,31331.0,,36994,A 
R0604312,2021,444600,84700,,529300,6056.0,31789.0,,37845,A 
R0604313,2021,406300,85300,,491600,6099.0,29050.0,,35149,A 
R0604314,2021,635800,408600,,1044400,29215.0,45460.0,,74675,A 
R0604315,2021,439800,84600,,524400,6049.0,31446.0,,37495,A 
R0604316,2021,435100,85400,,520500,6106.0,31110.0,,37216,A 
R0604317,2021,485400,387200,,872600,27685.0,34706.0,,62391,A 
R0604318,2021,406200,84800,,491000,6063.0,29043.0,,35106,A 
R0604319,2021,439900,84800,,524700,6063.0,31453.0,,37516,A 
R0604321,2021,615800,328600,,944400,23495.0,44030.0,,67525,A 
R0604322,2021,526400,97000,,623400,6936.0,37638.0,,44574,A 
R0604324,2021,526800,98500,,625300,7043.0,37666.0,,44709,A 
R0604328,2021,527300,100200,,627500,7164.0,37702.0,,44866,A 
R0604330,2021,532800,97900,,630700,7000.0,38095.0,,45095,A 
R0604334,2021,526700,98400,,625100,7036.0,37659.0,,44695,A 
R0604336,2021,480500,96600,,577100,6907.0,34356.0,,41263,A 
R0604338,2021,443300,95200,,538500,6807.0,31696.0,,38503,A 
R0604339,2021,470300,90700,,561000,6485.0,33626.0,,40111,A 
R0604340,2021,483300,87200,,570500,6235.0,34556.0,,40791,A 
R0604341,2021,441600,86400,,528000,6178.0,31574.0,,37752,A 
R0604342,2021,463100,87100,,550200,6228.0,33112.0,,39340,A 
R0604343,2021,477800,86500,,564300,6185.0,34163.0,,40348,A 
R0604344,2021,441700,87000,,528700,6221.0,31582.0,,37803,A 
R0604345,2021,482900,86500,,569400,6185.0,34527.0,,40712,A 
R0604346,2021,441700,86400,,528100,6178.0,31582.0,,37760,A 
R0604347,2021,470400,85500,,555900,6113.0,33634.0,,39747,A 
R0604348,2021,439100,84400,,523500,6035.0,31396.0,,37431,A 
R0604349,2021,417600,103500,,521100,7400.0,29858.0,,37258,A 
R0604350,2021,491600,93300,,584900,6671.0,35149.0,,41820,A 
R0604351,2021,433300,94300,,527600,6742.0,30981.0,,37723,A 
R0604354,2021,475900,87900,,563800,6285.0,34027.0,,40312,A 
R0604355,2021,447900,87900,,535800,6285.0,32025.0,,38310,A 
R0604356,2021,509700,88000,,597700,6292.0,36444.0,,42736,A 
R0604357,2021,489800,87600,,577400,6263.0,35021.0,,41284,A 
R0604358,2021,477300,87500,,564800,6256.0,34127.0,,40383,A 
R0604359,2021,445700,87000,,532700,6221.0,31868.0,,38089,A 
R0604360,2021,477000,86300,,563300,6170.0,34106.0,,40276,A 
R0604361,2021,481200,105600,,586800,7550.0,34406.0,,41956,A 
R0604362,2021,474400,90500,,564900,6471.0,33920.0,,40391,A 
R0604363,2021,476900,86300,,563200,6170.0,34098.0,,40268,A 
R0604364,2021,445500,86200,,531700,6163.0,31853.0,,38016,A 
R0604365,2021,477300,87400,,564700,6249.0,34127.0,,40376,A 
R0604367,2021,496500,91400,,587900,6535.0,35500.0,,42035,A 
R0604370,2021,196100,354400,,550500,25340.0,14021.0,,39361,A 
R0604380,2021,603900,309100,,913000,22101.0,43179.0,,65280,A 
R0604381,2021,500700,368400,,869100,26341.0,35800.0,,62141,A 
R0604394,2021,483400,91100,,574500,6514.0,34563.0,,41077,A 
R0604395,2021,446200,88800,,535000,6349.0,31903.0,,38252,A 
R0604396,2021,477000,86700,,563700,6199.0,34106.0,,40305,A 
R0604397,2021,494700,86200,,580900,6163.0,35371.0,,41534,A 
R0604399,2021,443700,87500,,531200,6256.0,31725.0,,37981,A 
R0604400,2021,493100,88000,,581100,6292.0,35257.0,,41549,A 
R0604401,2021,480300,88100,,568400,6299.0,34341.0,,40640,A 
R0604402,2021,443900,88200,,532100,6306.0,31739.0,,38045,A 
R0604405,2021,480300,88000,,568300,6292.0,34341.0,,40633,A 
R0604406,2021,443900,88300,,532200,6313.0,31739.0,,38052,A 
R0604407,2021,459800,88200,,548000,6306.0,32876.0,,39182,A 
R0604408,2021,492800,87200,,580000,6235.0,35235.0,,41470,A 
R0604409,2021,480000,87200,,567200,6235.0,34320.0,,40555,A 
R0604410,2021,445400,86000,,531400,6149.0,31846.0,,37995,A 
R0604412,2021,477400,87500,,564900,6256.0,34134.0,,40390,A 
R0604413,2021,496100,90300,,586400,6456.0,35471.0,,41927,A 
R0604414,2021,446300,90000,,536300,6435.0,31910.0,,38345,A 
R0604415,2021,478200,90400,,568600,6464.0,34191.0,,40655,A 
R0604416,2021,495800,89300,,585100,6385.0,35450.0,,41835,A 
R0604417,2021,467300,86600,,553900,6192.0,33412.0,,39604,A 
R0604419,2021,447000,93200,,540200,6664.0,31961.0,,38625,A 
R0604420,2021,368100,104900,,473000,7500.0,26319.0,,33819,A 
R0604421,2021,472300,84500,,556800,6042.0,33769.0,,39811,A 
R0604422,2021,455700,86500,,542200,6185.0,32583.0,,38768,A 
R0604423,2021,484400,94600,,579000,6764.0,34635.0,,41399,A 
R0604427,2021,519700,96200,,615900,6878.0,37159.0,,44037,A 
R0604428,2021,513900,97000,,610900,6936.0,36744.0,,43680,A 
R0604430,2021,520100,97300,,617400,6957.0,37187.0,,44144,A 
R0604434,2021,519700,96000,,615700,6864.0,37159.0,,44023,A 
R0604435,2021,511400,96200,,607600,6878.0,36565.0,,43443,A 
R0604436,2021,470800,86700,,557500,6199.0,33662.0,,39861,A 
R0604438,2021,488700,87400,,576100,6249.0,34942.0,,41191,A 
R0604439,2021,471500,89300,,560800,6385.0,33712.0,,40097,A 
R0604440,2021,439900,87600,,527500,6263.0,31453.0,,37716,A 
R0604441,2021,470900,87100,,558000,6228.0,33669.0,,39897,A 
R0604443,2021,465800,89700,,555500,6414.0,33305.0,,39719,A 
R0604444,2021,438200,89600,,527800,6406.0,31331.0,,37737,A 
R0604445,2021,487000,89400,,576400,6392.0,34821.0,,41213,A 
R0604446,2021,465100,87200,,552300,6235.0,33255.0,,39490,A 
R0604447,2021,468000,84900,,552900,6070.0,33462.0,,39532,A 
R0604448,2021,495400,91800,,587200,6564.0,35421.0,,41985,A 
R0604449,2021,462300,85200,,547500,6092.0,33054.0,,39146,A 
R0604451,2021,476900,86100,,563000,6156.0,34098.0,,40254,A 
R0604452,2021,441800,88200,,530000,6306.0,31589.0,,37895,A 
R0604453,2021,476700,89200,,565900,6378.0,34084.0,,40462,A 
R0604455,2021,476800,86000,,562800,6149.0,34091.0,,40240,A 
R0604456,2021,443500,86500,,530000,6185.0,31710.0,,37895,A 
R0604457,2021,475700,89500,,565200,6399.0,34013.0,,40412,A 
R0604458,2021,493700,89500,,583200,6399.0,35300.0,,41699,A 
R0604460,2021,492800,87100,,579900,6228.0,35235.0,,41463,A 
R0604461,2021,471500,88000,,559500,6292.0,33712.0,,40004,A 
R0604462,2021,477200,91200,,568400,6521.0,34120.0,,40641,A 
R0604463,2021,433500,85000,,518500,6078.0,30995.0,,37073,A 
R0604464,2021,466700,94000,,560700,6721.0,33369.0,,40090,A 
R0604467,2021,508300,94000,,602300,6721.0,36343.0,,43064,A 
R0604468,2021,514500,94900,,609400,6785.0,36787.0,,43572,A 
R0604472,2021,519300,121500,,640800,8687.0,37130.0,,45817,A 
R0604473,2021,479700,86200,,565900,6163.0,34299.0,,40462,A 
R0604474,2021,443500,86400,,529900,6178.0,31710.0,,37888,A 
R0604475,2021,480500,88600,,569100,6335.0,34356.0,,40691,A 
R0604476,2021,493100,87900,,581000,6285.0,35257.0,,41542,A 
R0604477,2021,479800,86600,,566400,6192.0,34306.0,,40498,A 
R0604478,2021,443400,86200,,529600,6163.0,31703.0,,37866,A 
R0604479,2021,480800,90000,,570800,6435.0,34377.0,,40812,A 
R0604481,2021,444900,92800,,537700,6635.0,31810.0,,38445,A 
R0604482,2021,476600,93000,,569600,6650.0,34077.0,,40727,A 
R0604483,2021,494700,92900,,587600,6642.0,35371.0,,42013,A 
R0604484,2021,444800,92800,,537600,6635.0,31803.0,,38438,A 
R0604485,2021,475400,88000,,563400,6292.0,33991.0,,40283,A 
R0604486,2021,492600,86400,,579000,6178.0,35221.0,,41399,A 
R0604487,2021,471100,86500,,557600,6185.0,33684.0,,39869,A 
R0604488,2021,476600,92800,,569400,6635.0,34077.0,,40712,A 
R0604490,2021,444200,89200,,533400,6378.0,31760.0,,38138,A 
R0604491,2021,472700,91900,,564600,6571.0,33798.0,,40369,A 
R0604492,2021,492700,86600,,579300,6192.0,35228.0,,41420,A 
R0604493,2021,443700,87100,,530800,6228.0,31725.0,,37953,A 
R0604494,2021,480400,88400,,568800,6321.0,34349.0,,40670,A 
R0604495,2021,493100,87800,,580900,6278.0,35257.0,,41535,A 
R0604496,2021,443900,88200,,532100,6306.0,31739.0,,38045,A 
R0604497,2021,474800,86400,,561200,6178.0,33948.0,,40126,A 
R0604498,2021,494300,91600,,585900,6549.0,35342.0,,41891,A 
R0604500,2021,453900,101100,,555000,7229.0,32454.0,,39683,A 
R0604502,2021,471200,86800,,558000,6206.0,33691.0,,39897,A 
R0604503,2021,492600,86600,,579200,6192.0,35221.0,,41413,A 
R0604504,2021,444700,92400,,537100,6607.0,31796.0,,38403,A 
R0604506,2021,484200,92100,,576300,6585.0,34620.0,,41205,A 
R0604507,2021,511300,96300,,607600,6885.0,36558.0,,43443,A 
R0604509,2021,494600,95400,,590000,6821.0,35364.0,,42185,A 
R0604511,2021,511000,95200,,606200,6807.0,36537.0,,43344,A 
R0604513,2021,511200,96100,,607300,6871.0,36551.0,,43422,A 
R0604518,2021,512900,107600,,620500,7693.0,36672.0,,44365,A 
R0604520,2021,509700,98800,,608500,7064.0,36444.0,,43508,A 
R0604521,2021,514400,94200,,608600,6735.0,36780.0,,43515,A 
R0604523,2021,515600,98700,,614300,7057.0,36865.0,,43922,A 
R0604525,2021,507600,94200,,601800,6735.0,36293.0,,43028,A 
R0604526,2021,501600,94200,,595800,6735.0,35864.0,,42599,A 
R0604529,2021,504900,109900,,614800,7858.0,36100.0,,43958,A 
R0604530,2021,507500,94100,,601600,6728.0,36286.0,,43014,A 
R0604533,2021,507200,93200,,600400,6664.0,36265.0,,42929,A 
R0604535,2021,510700,103700,,614400,7415.0,36515.0,,43930,A 
R0604536,2021,516700,103200,,619900,7379.0,36944.0,,44323,A 
R0604538,2021,513000,103500,,616500,7400.0,36680.0,,44080,A 
R0604540,2021,523700,105800,,629500,7565.0,37445.0,,45010,A 
R0604543,2021,524400,98700,,623100,7057.0,37495.0,,44552,A 
R0604545,2021,524400,98800,,623200,7064.0,37495.0,,44559,A 
R0604547,2021,530500,98700,,629200,7057.0,37931.0,,44988,A 
R0604549,2021,524300,98300,,622600,7028.0,37487.0,,44515,A 
R0604551,2021,530600,98600,,629200,7050.0,37938.0,,44988,A 
R0604553,2021,495000,96900,,591900,6928.0,35393.0,,42321,A 
R0604556,2021,524500,98900,,623400,7071.0,37502.0,,44573,A 
R0604601,2021,613800,170800,,784600,12212.0,43887.0,,56099,A 
R0604677,2021,267600,55500,,323100,3968.0,19133.0,,23101,A 
R0604708,2021,224700,49300,,274000,3525.0,16066.0,,19591,A 
R0604780,2021,281290,46800,,328090,3346.0,20112.0,,23458,A 
R0604789,2021,157600,141300,,298900,10103.0,11268.0,,21371,A 
R0604827,2021,130700,98500,,229200,7043.0,9345.0,,16388,A 
R0604856,2021,786000,634100,,1420100,45338.0,56199.0,,101537,A 
R0604860,2021,824600,634100,,1458700,45338.0,58959.0,,104297,A 
R0604861,2021,895600,597300,,1492900,42707.0,64035.0,,106742,A 
R0604862,2021,877000,597300,,1474300,42707.0,62706.0,,105413,A 
R0604870,2021,1081100,155500,,1236600,11118.0,77299.0,,88417,A 
R0604878,2021,1143100,148100,,1291200,10589.0,81732.0,,92321,A 
R0604879,2021,1056800,148100,,1204900,10589.0,75561.0,,86150,A 
R0604881,2021,1018100,148100,,1166200,10589.0,72794.0,,83383,A 
R0604882,2021,937200,152200,,1089400,10882.0,67010.0,,77892,A 
R0604883,2021,1048500,155600,,1204100,11125.0,74968.0,,86093,A 
R0604886,2021,908300,177200,,1085500,12670.0,64943.0,,77613,A 
R0604896,2021,675600,158200,,833800,11311.0,48305.0,,59616,A 
R0604897,2021,929700,165100,,1094800,11805.0,66474.0,,78279,A 
R0604899,2021,928200,151500,,1079700,10832.0,66366.0,,77198,A 
R0604911,2021,748600,147000,,895600,10511.0,53525.0,,64036,A 
R0604912,2021,943900,146000,,1089900,10439.0,67489.0,,77928,A 
R0604913,2021,998800,146000,,1144800,10439.0,71414.0,,81853,A 
R0604914,2021,825700,169300,,995000,12105.0,59038.0,,71143,A 
R0604915,2021,766200,208800,,975000,14929.0,54783.0,,69712,A 
R0604918,2021,1007400,181600,,1189000,12984.0,72029.0,,85013,A 
R0604919,2021,701100,169700,,870800,12134.0,50129.0,,62263,A 
R0604921,2021,701400,146300,,847700,10460.0,50150.0,,60610,A 
R0604922,2021,837000,146000,,983000,10439.0,59846.0,,70285,A 
R0604923,2021,923700,156600,,1080300,11197.0,66045.0,,77242,A 
R0604924,2021,930000,177500,,1107500,12691.0,66495.0,,79186,A 
R0604926,2021,1028600,183700,,1212300,13135.0,73545.0,,86680,A 
R0604928,2021,1020600,163700,,1184300,11705.0,72973.0,,84678,A 
R0604931,2021,849800,152700,,1002500,10918.0,60761.0,,71679,A 
R0604932,2021,687700,152600,,840300,10911.0,49171.0,,60082,A 
R0604933,2021,1001600,152600,,1154200,10911.0,71614.0,,82525,A 
R0604934,2021,761500,158300,,919800,11318.0,54447.0,,65765,A 
R0604935,2021,1036000,163300,,1199300,11676.0,74074.0,,85750,A 
R0604952,2021,453800,220600,,674400,15773.0,32447.0,,48220,A 
R0604953,2021,347200,248400,,595600,17761.0,24825.0,,42586,A 
R0604973,2021,331200,468100,,799300,33469.0,23681.0,,57150,A 
R0604989,2021,624400,308300,,932700,22043.0,44645.0,,66688,A 
R0604993,2021,636300,275500,,911800,19698.0,45495.0,,65193,A 
R0604994,2021,634000,276100,,910100,19741.0,45331.0,,65072,A 
R0604996,2021,591400,282000,,873400,20163.0,42285.0,,62448,A 
R0604999,2021,601500,262700,,864200,18783.0,43007.0,,61790,A 
R0605034,2021,718700,62500,,781200,4469.0,51387.0,,55856,A 
R0605038,2021,741600,64400,,806000,4605.0,53024.0,,57629,A 
R0605039,2021,0,36100,,36100,10469.0,,,10469,A 
R0605041,2021,81970,131500,,213470,9402.0,5861.0,,15263,A 
R0605043,2021,637400,55400,,692800,3961.0,45574.0,,49535,A 
R0605044,2021,808300,110400,,918700,7894.0,57793.0,,65687,A 
R0605074,2021,2222500,800300,,3022800,57221.0,158909.0,,216130,A 
R0605141,2021,593400,155500,,748900,11118.0,42428.0,,53546,A 
R0605142,2021,767500,152000,,919500,10868.0,54876.0,,65744,A 
R0605143,2021,978900,152000,,1130900,10868.0,69991.0,,80859,A 
R0605146,2021,1012000,147500,,1159500,10546.0,72358.0,,82904,A 
R0605148,2021,827600,150800,,978400,10782.0,59173.0,,69955,A 
R0605149,2021,938600,175600,,1114200,12555.0,67110.0,,79665,A 
R0605150,2021,896100,146200,,1042300,10453.0,64071.0,,74524,A 
R0605154,2021,948200,146000,,1094200,10439.0,67796.0,,78235,A 
R0605157,2021,826500,146000,,972500,10439.0,59095.0,,69534,A 
R0605158,2021,994400,146000,,1140400,10439.0,71100.0,,81539,A 
R0605162,2021,943400,146000,,1089400,10439.0,67453.0,,77892,A 
R0605163,2021,969600,146000,,1115600,10439.0,69326.0,,79765,A 
R0605164,2021,907500,146000,,1053500,10439.0,64886.0,,75325,A 
R0605173,2021,347100,94300,,441400,6742.0,24818.0,,31560,A 
R0605174,2021,457700,92300,,550000,6599.0,32726.0,,39325,A 
R0605257,2021,556200,152900,,709100,10932.0,39768.0,,50700,A 
R0605258,2021,558000,155600,,713600,11125.0,39897.0,,51022,A 
R0605259,2021,560300,158900,,719200,11361.0,40061.0,,51422,A 
R0605260,2021,550900,157400,,708300,11254.0,39389.0,,50643,A 
R0605261,2021,578200,157400,,735600,11254.0,41341.0,,52595,A 
R0605306,2021,468900,153200,,622100,10954.0,33526.0,,44480,A 
R0605310,2021,457900,139300,,597200,9960.0,32740.0,,42700,A 
R0605311,2021,450500,139300,,589800,9960.0,32211.0,,42171,A 
R0605314,2021,462900,139300,,602200,9960.0,33097.0,,43057,A 
R0605315,2021,588300,186300,,774600,13320.0,42063.0,,55383,A 
R0605316,2021,563600,184000,,747600,13156.0,40297.0,,53453,A 
R0605319,2021,511200,188000,,699200,13442.0,36551.0,,49993,A 
R0605321,2021,662700,193300,,856000,13821.0,47383.0,,61204,A 
R0605322,2021,499100,186700,,685800,13349.0,35686.0,,49035,A 
R0605324,2021,460700,145200,,605900,10382.0,32940.0,,43322,A 
R0605325,2021,524600,145200,,669800,10382.0,37509.0,,47891,A 
R0605327,2021,461100,145200,,606300,10382.0,32969.0,,43351,A 
R0605332,2021,438000,187600,,625600,13413.0,31317.0,,44730,A 
R0605334,2021,441100,142100,,583200,10160.0,31539.0,,41699,A 
R0605335,2021,388000,142100,,530100,10160.0,27742.0,,37902,A 
R0605336,2021,435400,126800,,562200,9066.0,31131.0,,40197,A 
R0605339,2021,452400,126800,,579200,9066.0,32347.0,,41413,A 
R0605340,2021,406600,126800,,533400,9066.0,29072.0,,38138,A 
R0605341,2021,455300,140100,,595400,10017.0,32554.0,,42571,A 
R0605343,2021,471800,142100,,613900,10160.0,33734.0,,43894,A 
R0605346,2021,467300,142100,,609400,10160.0,33412.0,,43572,A 
R0605347,2021,480600,142100,,622700,10160.0,34363.0,,44523,A 
R0605349,2021,471200,142100,,613300,10160.0,33691.0,,43851,A 
R0605351,2021,468900,151900,,620800,10861.0,33526.0,,44387,A 
R0605355,2021,480300,139500,,619800,9974.0,34341.0,,44315,A 
R0605356,2021,491400,139500,,630900,9974.0,35135.0,,45109,A 
R0605358,2021,451400,136300,,587700,9745.0,32275.0,,42020,A 
R0605361,2021,508200,146700,,654900,10489.0,36336.0,,46825,A 
R0605365,2021,472600,139500,,612100,9974.0,33791.0,,43765,A 
R0605367,2021,526900,139500,,666400,9974.0,37673.0,,47647,A 
R0605368,2021,480100,137400,,617500,9824.0,34327.0,,44151,A 
R0605370,2021,439600,144800,,584400,10353.0,31431.0,,41784,A 
R0605372,2021,453800,126800,,580600,9066.0,32447.0,,41513,A 
R0605373,2021,453300,126800,,580100,9066.0,32411.0,,41477,A 
R0605374,2021,390300,126800,,517100,9066.0,27906.0,,36972,A 
R0605375,2021,383200,128800,,512000,9209.0,27399.0,,36608,A 
R0605376,2021,419100,157100,,576200,11233.0,29966.0,,41199,A 
R0605378,2021,438000,128800,,566800,9209.0,31317.0,,40526,A 
R0605379,2021,450300,126800,,577100,9066.0,32196.0,,41262,A 
R0605381,2021,455200,126800,,582000,9066.0,32547.0,,41613,A 
R0605383,2021,439000,144800,,583800,10353.0,31389.0,,41742,A 
R0605386,2021,438600,136200,,574800,9738.0,31360.0,,41098,A 
R0605387,2021,436300,136200,,572500,9738.0,31195.0,,40933,A 
R0605388,2021,436300,136200,,572500,9738.0,31195.0,,40933,A 
R0605390,2021,436200,145900,,582100,10432.0,31188.0,,41620,A 
R0605392,2021,401100,136200,,537300,9738.0,28679.0,,38417,A 
R0605393,2021,431100,136200,,567300,9738.0,30824.0,,40562,A 
R0605394,2021,453600,136200,,589800,9738.0,32432.0,,42170,A 
R0605395,2021,391000,145000,,536000,10368.0,27957.0,,38325,A 
R0605397,2021,388700,134300,,523000,9602.0,27792.0,,37394,A 
R0605398,2021,441900,134300,,576200,9602.0,31596.0,,41198,A 
